"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"kedokteran","Psikiatri","Psikiatri","Sleep wake cycle disturbance","pmb","Seorang laki-laki berusia 35 thn dtg ke poli umum keluhan sering mengantuk sejak 1 bulan lalu. Mengantuk dirasakan terutama di siang hari sehingga mengganggu pekerjaannya sebagai karyawan. Diketahui pasien sulit tidur di malam hari karena tidak mengantuk dan menghabiskan waktunya untuk menonton drama korea. Saat siang hari pasien merasa lemas, lelah dan sangat mengantuk sehingga mengganggu pekerjaan sehari2. Pemeriksaan fisik ditemukan tekanan darah 130/90 mmHg, denyut nadi 80x/menit, frekuensi napas 20x/menit, dan suhu 36°C. pemeriksaan lain dalam batas normal. Diagnosis pasien adalah?","","Hipersomnia","Late insomnia","Early insomnia","Middle insomnia","Sleep wake cycle disturbance","E"
"kedokteran","Psikiatri","Psikiatri","Gangguan Depresi berulang","pmb","Perempuan usia 20 tahun dikeluhkan selama 2 minggu terakhir sering merasa tidak fokus, sedih dan murung. Pasien mengalami penurunan hasrat dalam menjalankan perannya sebagai koass dan lebih memilih untuk diam di rumah. Pasien juga kesulitan untuk tidur pada malam hari. Sebelumnya dikatakan pasien masih menjalani harinya dengan baik. Namun 6 bulan yang lalu pasien juga mengalami keluhan yang sama. Ia sering merasa sedih dan murung seperti halnya sekarang. Pasien menyangkal pernah mendengar suara-suara atau melihat sesuatu yang tidak dilihat orang lain. Pasien juga tidak merasa mendapat masalah yang membuatnya murung. Apa diagnosis pada pasien tersebut?","","Gangguan Depresi berulang","Bipolar episode kini depresi tanpa gejala psikotik","Gangguan penyesuaian","Bipolar tipe 1","Distimia","A"
"kedokteran","Psikiatri","Psikiatri","Major Depression Disorder","pmb","Seorang perempuan berusia 25 tahun dibawa keluarganya ke puskesmas karena tidak bisa tidur sejak lebih dari 2 minggu yang lalu. Pasien juga mengeluh tidak ada selera makan dan sulit sekali berkonsentrasi. Menurut suami, pasien sering merasa sedih dan menangis, aktivitas seksual menurun sekali, dan merasa gampang sekali kelelahan padahal tidak banyak kegiatan yang dilakukan. Hal ini membuat pasien sudah tidak lagi beraktivitas seperti biasanya. Pemeriksaan tanda vital dalam batas normal dan hasil pemeriksaan fungsi tiroid tidak ada kelainan. Apakah diagnosis pada pasien ini?","","Distimia","Siklotimia","Bipolar Disorder Type I","Bipolar Disorder Type II","Major Depression Disorder","E"
"kedokteran","Psikiatri","Psikiatri","Fluoxetin 1x20mg","pmb","Seorang perempuan berusia 30 tahun selama 3 bulan terakhir sering merasa murung dan tidak bertenaga untuk melakukan aktivitas sehari-hari. Pasien juga mengeluh sulit tidur dan sulit untuk berkonsentrasi. Terkadang pasien merasa tidak ada gunanya untuk hidup dan merasa tidak memiliki masa depan yang cerah. Hal tersebut terjadi setelah pasien ditinggal oleh kedua orang tuanya sejak 3 bulan yang lalu. Mendengar suara-suara atau atau melihat bayangan disangkal oleh pasien. Pemeriksaan tanda vital dalam batas normal. Terapi yang tepat pada pasien ini?","","Sertraline 1x30mg","Amitriptilin 2x12,5mg","Fluoxetin 1x20mg","Lorazepam 1x10mg","Asam Valproat 1x500mg","C"
"kedokteran","Psikiatri","Psikiatri","Dispareunia","pmb","Pasien perempuan 32 tahun merasa sedih karena tidak bisa berhubungan badan dengan suaminya sejak 6 bulan yang lalu. Setiap berhubungan seksual pasien merasa takut, nyeri dan ingin cepat-cepat selesai. Pasien pernah mengalami pelecehan seksual 1 tahun yang lalu. Pemeriksaan status mental didapatkan mood hipotim. Apakah diagnosa pasien tersebut ?","","Vaginismus","Dispareunia","Gangguan Hasrat Seksual","Gangguan orgasme","Gangguan rangsang seksual","B"
"kedokteran","Psikiatri","Psikiatri","Reaksi Stress Akut","pmb","Perempuan 20 tahun dibawa ke UGD dengan keluhan pingsan. Pasien terbangun lalu pingsan kembali. Hasil pemeriksaan medis tidak didapatkan kelainan. Keluhan ini muncul setelah pasien bertengkar hebat akibat memergoki kekasihnya selingkuh dengan sahabatnya. Apakah gangguan yang terjadi pada pasien?","","Gangguan panik","Gangguan malingering","Reaksi stress akut","Depresi ringan","Gangguan penyesuaian","C"
"kedokteran","Psikiatri","Psikiatri","Gangguan kepribadian avoidan","pmb","Perempuan 22 tahun dibawa ibunya ke poliklinik dengan keluhan sering menyendiri dan menghindar dari orang lain. Sejak anak-anak pasien memang dikenal tidak punya teman dan merasa tidak pantas untuk bermain dengan teman-temannya. Apakah gangguan yang dialami pasien tersebut?","","Gangguan kepribadian skizoid","Gangguan kepribadian anti sosial","Gangguan kepribadian paranoid","Gangguan kepribadian avoidan","Gangguan kepribadian skizotipal","D"
"kedokteran","Psikiatri","Psikiatri","Gangguan penyesuaian","pmb","Perempuan 25 tahun datang dengan keluhan nyeri dada dan otot sering kaku. Keluhan ini sering muncul sejak 3 bulan terakhir dan memberat setiap kali pasien mengingat pekerjaan kantor. 4 bulan yang lalu ada bos baru di kantor yang sering menuntut karyawan agar bekerja lebih maksimal. Pasien merasa cukup tertekan dengan kejadian ini. Apakah gangguan yang dialami pasien?","","Gangguan penyesuaian","Gangguan disosiatif","Gangguan campuran cemas dan depresi","Reaksi stress akut","Gangguan obsesif kompulsif","A"
"kedokteran","Psikiatri","Psikiatri","Gangguan malingering","pmb","Wanita usia 50 tahun datang dengan keluhan lemah pada tangan kanan. Keluarga menduga stroke, namun hasil pemeriksaan fisik tidak didapatkan adanya defisit neurologis. Beberapa hari yang lalu, suami pasien ditangkap polisi karena terjerat kasus korupsi. Pasien kecewa serta takut ikut terjerat hukum atas kasus yang menimpa suaminya. Apa diagnosis pasien tersebut?","","Gangguan somatisasi","Gangguan hipokondriasis","Gangguan malingering","Gangguan penyesuaian","Gangguan konversi","C"
"kedokteran","Psikiatri","Psikiatri","Gangguan somatisasi","pmb","Perempuan usia 30 tahun datang dengan keluhan pusing, nyeri pinggang, kesemutan, dan nyeri perut yang sering kambuh dan berpindah-pindah. Pasien sudah berkali-kali periksa ke banyak dokter dan melakukan banyak pemeriksaan penunjang. Namun, semua hasil dalam batas normal. Pasien bahkan beberapa kali beradu mulut dengan keluarganya karena ia yakin bahwa kondisi fisiknya memang benar sakit. Apakah diagnosis pasien tersebut?","","Gangguan malingering","Gangguan somatisasi","Gangguan psikosomatis","Gangguan cemas menyeluruh","Gangguan disosiatif","B"
"kedokteran","Psikiatri","Psikiatri","Trikotilomania","pmb","Anak perempuan berusia 7 tahun dikeluhkan sering menarik dan mencabuti rambutnya. Keluhan ini memberat ketika anak merasa tegang dan saat kesulitan menghapal pelajaran di sekolahnya. Pada kepala pasien tampak rambut tipis dan pitak di beberapa tempat. Apakah diagnosis anak tersebut?","","Gangguan cemas menyeluruh","Kleptomania","Alopecia universalis","Fobia sosial","Trikotilomania","E"
"kedokteran","Psikiatri","Psikiatri","Obssesive compulsive disorder","pmb","Seorang anak laki-laki berusia 16 tahun datang ke klinik karena ada ruam gatal di tangannya. Dia mengatakan bahwa dia khawatir karena pandemi yang sedang berlangsung, dan dia tidak bisa tidak mencuci tangannya setiap jam saat bangun, bahkan jika dia tidak meninggalkan rumah atau menyentuh sesuatu yang kotor. Dia mengatakan bahwa dia sangat disibukkan dengan pikiran tentang tangannya yang kotor dan dipenuhi dengan mikroorganisme serta merasa sedikit lega ketika dia mencuci tangannya dengan sabun dan air. Pada pemeriksaan, ia memiliki plak bersisik merah muda di tangannya dan vesikula kecil di sepanjang jari lateral, konsisten dengan dermatitis tangan. Apakah diagnosa yang tepat untuk kasus di atas ?","","Gangguan cemas menyeluruh","Gangguan campuran cemas dan depresi","Obssesive compulsive disorder","Gangguan panik","Gangguan somatoform","C"
"kedokteran","Psikiatri","Psikiatri","Gangguan hipokondriasis","pmb","Seorang perempuan usia 40 tahun datang ke dokter karena ingin melakukan CT scan otak. Setahun yang lalu sahabat pasien meninggal karena kanker otak. Ia juga merasakan gejala yang sama dengan temannya sehingga sangat yakin bahwa dirinya juga terkena kanker otak. Ia sangat khawatir dan takut nantinya akan mati. Pada pemeriksaan fisik dan penunjang didapatkan semua pemeriksaan dalam batas normal. Apakah diagnosis pasien tersebut?","","Gangguan konversi","Gangguan hipokondriasis","Gangguan somatisasi","Gangguan cemas menyeluruh","Gangguan somatoform","B"
"kedokteran","Psikiatri","Psikiatri","Gangguan cemas menyeluruh","pmb","Perempuan usia 40 datang ke praktek dokter umum dengan keluhan nafas kadang-kadang cepat dan denyut jantung terasa berdegup kencang, disertai sering gelisah sejak 6 bulan yang lalu. Keluhan ini menyebabkan pasien susah tidur. Pasien sering mengeluh sakit kepala, kehilangan konsentrasi dan ragu akan masa depannya. Riwayat bercerai dengan istrinya 7 bulan yang lalu. Pada pemeriksaan fisik didapatkan tekanan darah 120/80 mmHg, nadi 80x/menit, suhu 36,8 C. Pada pemeriksaan laboratorium tidak ditemukan kelainan. Apakah diagnosa yang tepat pada kasus di atas?","","Gangguan kepribadian skizotipal","Gangguan cemas menyeluruh","Gangguan campuran cemas dan depresi","Gangguan penyesuaian","Gangguan panic","B"
"kedokteran","Psikiatri","Psikiatri","Gangguan Konversi","pmb","Pasien laki-laki berusia 25 tahun dibawa ke IGD oleh istrinya dengan keluhan tidak dapat melihat. Keluhan ini dirasakan sejak bangun tidur. Selama ini pasien bekerja keras untuk pengobatan ibunya yang sakit. Namun suatu ketika uang untuk pengobatan ibunya dihabiskan pasien untuk berjudi. Ibu pasien meninggal seminggu yang lalu. Pasien merasa bersalah atas kematian ibunya. Dari hasil pemeriksaan fisik tidak ditemukan kelainan. Apakah diagnosis yang tepat?","","Gangguan konversi","Gangguan hipokondriasis","Gangguan cemas menyeluruh","Gangguan somatisasi","Malingering","A"
"kedokteran","Psikiatri","Psikiatri","Keadaan putus zat opioid","pmb","Seorang laki-laki berusia 20 tahun dibawa keluarganya ke UGD RS dengan keluhan tidak bisa tidur beberapa hari. Keluhan juga disertai dengan pilek, bersin-bersin dan sering keluar air mata. Pada pemeriksaan fisik didapatkan kesadaran kompos mentis, denyut nadi 110x/menit, frekuensi nafas 18x/menit, tekanan darah 150/100 mmHg, hiperlakrimasi dan pupil midriasis. Apakah kemungkinan diagnosis kasus tersebut?","","Intoksikasi amfetamin","Keadaan putus ganja","Intoksikasi opioid","Keadaan putus zat opioid","Intoksikasi ganja","D"
"kedokteran","Psikiatri","Psikiatri","Valproac Acid 2x 500 mg (Bipolar)","pmb","Seorang wanita berusia 36 tahun, dibawa ke klinik psikiatri karena keluargannya kewalahan dengan perilaku pasien membagi-bagikan uang dan barang-barang dari toko kelontong milik keluarga kepada teman-temannya. Saat pemeriksaan, pasien tampak berdandan secara berlebihan dengan pakaian ketat dan terbuka, sangat gembira, bicara cepat, dan terkadang sulit dimengerti. Wanita ini sangat yakin bahwa dia sangat kaya, padahal saat ini ia sedang mengalami kesulitan keuangan. Gangguan jiwa ini adalah keempat kalinya diantara episode kekambuhan, pasien tampak pulih seperti sebelum sakit. Apakah penatalaksanaan paling tepat pada pasien ini?","","Alprazolam 1x1mg","Valproic acid 2x500mg","Clobazam 1x10mg","Amitriptyline 1x25mg","Risperidone 2x2mg","B"
"kedokteran","Psikiatri","Psikiatri","Haloperidol","pmb","Laki-laki 30 tahun datang ke puskesmas dengan keluhan sulit tidur sejak 2 bulan lalu. Keluhan disertai sering mendengar suara orang membicarakan dirinya. Pasien jarang makan karena merasa dalam makanannya ada racunnya, dan lebih sering di dalam kamar karena merasa dikejar-kejar dan takut dibunuh orang yang membencinya. Didapatkan riwayat penggunaan alkohol dan obat-obatan terlarang sejak mahasiswa sampai saat ini pasien masih sering menggunakannya. Apakah terapi yang tepat pada pasien ini?","","Clobazam","Sertaline","Fluoxetine","Injeksi dipenhidramin","Haloperidol","E"
"kedokteran","Psikiatri","Psikiatri","WAHAM","pmb","Seorang laki-laki berusia 25 tahun dibawa keluarganya ke UGD RS dengan keluhan berbicara melantur. Pasien mengatakan berulang kali bahwa dirinya selalu diperlakukan buruk oleh keluarganya, keluarganya ingin agar ia mati saja dan bahwa tetangga-tetangganya ingin agar ia diusir dari kampungnya. Pasien sangat yakin akan hal ini meskipun keluarganya berusaha meyakinkan bahwa mereka sangat peduli padanya. Kondisi ini telah dialami pasien selama 3 minggu. Menurut keluarganya kondisi ini membuat pasien hanya di rumah saja, menolak untuk bekerja dan sering sulit tidur. Pasien tidak pernah seperti ini sebelumnya. Apakah psikopatologi yang menonjol pada kasus tersebut?","","Halusinasi","Waham","Obsesi","Derealisasi","Preokupasi","B"
"kedokteran","Psikiatri","Psikiatri","Gangguan bipolar episode kini manik dengan gejala psikotik","pmb","Seorang perempuan berusia 18 tahun dibawa keluarganya ke Puskesmas dengan keluhan mencuri uang keluarga lalu membagi-bagikan uang tersebut ke warung di sekitar rumahnya. Pasien akhir-akhir ini sering marah dan sudah 2 hari tidak tidur sama sekali. Pasien mulai mengalami perubahan perilaku sejak 3 bulan, dan pernah mengeluh sedih tidak bersemangat dan pasien sampai tidak mau beraktifitas seperti biasanya. Pasien mengatakan mulai mendengar suara-suara yang mengomentari dirinya sejak beberapa jam yang lalu. Tante pasien pernah mengalami keluhan serupa. Apakah diagnosis kasus tersebut?","","Skizofrenia simpleks","Gangguan bipolar episode kini manik dengan gejala psikotik","Skizoafektif tipe mania","Gangguan bipolar episode depresif","Skizofrenia paranoid","B"
"kedokteran","Psikiatri","Psikiatri","Haloperidol HCL 2mg I.M","pmb","Seorang perempuan usia 40 tahun dirawat di RS sudah selama 4 hari dengan keluhan pasien mulai mengamuk dan gelisah sejak 2 hari terakhir. Pasien ingin mencabuti infus yang digunakan. Pasien juga tidak mampu mengenali keluarga nya serta tidak tahu sekarang berada dimana. Pasien dirawat sebelumnya karena keluhan luka terbuka pada kaki nya yang tidak kunjung sembuh. Apa tatalaksana yang tepat pada pasien tersebut ?","","Haloperidol HCL 2 mg I.M","Haloperidol decanoate 50 mg I.M","CPZ 25 mg I.M","Diazepam I.V","Risperidone","A"
"kedokteran","Psikiatri","Psikiatri","As. Valproat dan Risperidone","pmb","Laki - laki usia 22 tahun dibawa ke dokter karena tidak tidur dalam 2 hari. Perubahan perilaku muncul sejak 5 minggu yang lalu disertai dengan aktivitas yang meningkat, selalu bertenaga dan tidak butuh istirahat. Bila ia bertemu orang lain suka bercerita berlebihan. Pasien meyakini dirinya seorang ilmuwan terkenal dan akan mendapat hadiah nobel. Keluhan muncul sejak diputuskan pacarnya. Riwayat keluhan yang sama sebelumnya tidak ada. Terapi yang tepat pada kasus ini adalah ?","","As.valproat dan fluoxetine","As.valproat dan risperidon","Diazepam dan risperidon","As.valproat dan diazepam","Fluoxetine dan diazepam","B"
"kedokteran","Psikiatri","Psikiatri","Skizofrenia hebefrenik","pmb","Seorang perempuan usia 27 tahun, dibawa oleh keluarganya ke UGD dengan keluhan bersikap aneh selama 1 bulan terakhir. Pasien selalu menyendiri, tidak mau berkomunikasi dengan orang lain. Pasien tidak pernah mau mandi selama 2 minggu, merokok terus menerus dan tidak bisa tidur di malam hari serta tidak mau makan selama sebulan. Apakah diagnosa yang mungkin pada kasus di atas ?","","Skizofrenia katatonik","Skizofrenia simplex","Skizofrenia hebefrenik","Skizofrenia tak tergolongkan","Skizofrenia paranoid","C"
"kedokteran","Psikiatri","Psikiatri","Skizofrenia paranoid","pmb","Laki-laki 35 tahun, dibawa keluarga karena mengeluh mendengar suara-suara sejak 3 bulan terakhir. Pasien sering merasa selama ini keluarganya ingin mencelakai dirinya sampai pasien tidak mau keluar dari kamar. Pasien hanya berdiam diri di kamar saja. Sebelumnya pasien belum pernah mengalami hal yang serupa. Tanda vital dan pemeriksaan fisik dalam batas normal. Apakah diagnose yang tepat ?","","Skizofrenia herbefrenik","Skizofrenia paranoid","Gangguan skizoafektifd","Gangguan afektif bipolar","Psikosa Akut","B"
"kedokteran","Psikiatri","Psikiatri","Efek samping haloperidol","pmb","Tn. N datang dengan keluhan keluarnya air susu dari kedua puting payudaranya. Keluhan ini dialami pasien setelah selama 3 tahun ini menjalani pengobatan untuk gangguan bipolar. Selama ini pasien juga mengeluh payudara semakin membengkak layaknya payudara perempuan. Apakah penyebab dasar keluhan pada Tn N?","","Efek samping Haloperidol","Intoksikasi Diazepam","Over dosis Risperidon","Efek samping Alprazolam","Toleransi Chlorpromazine","A"
"kedokteran","Psikiatri","Psikiatri","Bipolar tipe II","pmb","Seorang wanita berusia 42 tahun datang karena kelelahan dan penambahan berat badan selama sebulan terakhir. Dia mengatakan bahwa dia merasa sedih dan murung untuk waktu yang lama, tetapi itu semakin parah sejak suaminya didiagnosis menderita kanker. Dia juga mengatakan bahwa dia sebelumnya mengalami penurunan kebutuhan untuk tidur, mudah tersinggung, dan peningkatan aktivitas yang tanpa tujuan, tetapi itu tidak pernah secara signifikan mengganggu pekerjaan atau kehidupan rumah tangganya. Suhunya 98,6 ° F (37,1 ° C), denyut nadi 80 x/menit, RR 12x/menit, dan tekanan darah 110/75 mmHg. Temuan pemeriksaan fisik dalam batas normal. Dia mengatakan selama ini diterapi dengan fluoxetine. Apakah diagnosis pada kasus di atas ?","","Bipolar tipe I","Bipolar tipe II","Depresi mayor","Bipolar episode kini depresi dengan gejala psikotik","Distimia","B"
"kedokteran","Psikiatri","Psikiatri","Psikotik akut","pmb","Seorang wanita berusia 20 tahun dibawa oleh polisi karena mencoba masuk ke museum setelah jam kerja. Pasien menyatakan bahwa dia adalah seorang detektif yang sedang memecahkan kasus dan membutuhkan artefak dari museum untuk membuktikan kasusnya. Keluarganya melaporkan bahwa dia telah bertingkah aneh selama seminggu terakhir. Pasien juga dikatakan mendengar suara-suara secara terus menerus dalam seminggu yang menyuruhnya ke museum. Pasien dikatakan selalu membaca internet sepanjang malam tanpa istirahat. Suaminya menyatakan bahwa gairah seksual istrinya meningkatkan selama seminggu terakhir. Pemeriksaan fisik dan tanda vital dalam batas normal. Diagnosa yang tepat pada pasien ini adalah ?","","Psikotik akut","Skizofrenia","Skizoafektif tipe mania","Manik dengan gejala psikotik","Bipolar episode kini mania dengan gejala psikotik","A"
"kedokteran","Psikiatri","Psikiatri","Bipolar Episode kini Mania","pmb","Wanita berusia 21 tahun dibawa ke unit gawat darurat oleh teman sekamarnya. Teman sekamarnya mengatakan bahwa pasien telah bertingkah "aneh" selama 10 hari terakhir. Dia memperhatikan bahwa pasien terus bergerak dan berbicara di telepon sepanjang malam. Menurutnya pasien tidak tidur lebih dari satu sampai dua jam semalam. Dia juga menghabiskan waktu berjam-jam mondar-mandir di apartemen, berbicara tentang mencoba menyelamatkan dunia. Dia juga memperhatikan bahwa pasien berbicara sangat cepat. Pasien mengatakan dia pernah merasa seperti ini pada satu kesempatan 2 tahun yang lalu, dan dia ingat dirawat di rumah sakit selama sekitar 2 minggu. Dia menyangkal riwayat depresi, meskipun dia mengatakan sekitar setahun yang lalu dia tidak punya energi dan kesulitan memotivasi dirinya sendiri untuk pergi ke kelas dan melihat teman-temannya selama berbulan-bulan. Dia menyangkal mendengar suara atau halusinasi visual. Apa diagnosis yang paling mungkin pada pasien ini","","Bipolar episode kini mania dengan gejala psikotik","Bipolar tipe II","Skizofrenia","Skizoafektif","Bipolar episode ini mania","E"
"kedokteran","Psikiatri","Psikiatri","Efek Samping Lithium","pmb","Seorang pria 35 tahun dengan untuk kontrol ke poli psikiatri untuk pemeriksaan lanjutan rutin. Pasien dikatakan Riwayat selama ini susah tidur dan sering keluar rumah tanpa tujuan hingga pagi dan sering berbicara di telepon. Kondisinya sulit dikendalikan dan membutuhkan pengobatan dengan banyak obat selama dua tahun terakhir. Pasien mengatakan bahwa suasana hatinya telah stabil dengan perawatannya saat ini, tetapi selama tiga bulan terakhir, dia mengalami getaran yang terutama mempengaruhi tangannya. Manakah dari obat-obatan berikut ini yang paling mungkin menjadi penyebab tremor pasien ini?","","Carbamazepine","Asam Valproat","Lamotrigine","Lithium carbonate","Topiramate","D"
"kedokteran","Psikiatri","Psikiatri","Metadone (putuz zat opioid)","pmb","Seorang pria berusia 28 tahun datang ke kantor karena dia mengeluh gelisah tidak bisa tidur, kecemasan, dan nyeri – nyeri pada ototnya selama tiga hari terakhir. Pasien mengatakan dia tidak tidur selama dua hari terakhir. Pemeriksaan fisik menunjukkan dilatasi pupil, lakrimasi berlebihan, diaphoresis, dan piloerection. Apakah terapi yang tepat pada pasien tersebut?","","Metadone","Benzodiasepin","Nalokson","Etanol","Metanol","A"
"kedokteran","Psikiatri","Psikiatri","Pemberian chlordiazepoxide (benzodiasepine) dan rawat inap di rumah sakit (Delerium Tremens e.c withdrawal alkohol)","pmb","Seorang pria 46 tahun dibawa ke unit gawat darurat dengan ambulans karena dia mengalami gelisah akibat penurunan kesadaran yang memberat selama empat jam terakhir. Istri pasien mengatakan dia mengalami gelisah, dan kebingungan selama dua hari terakhir. Dua minggu lalu, dia dipecat dari pekerjaannya karena absen yang berlebihan. Dia tidak dapat menemukan pekerjaan baru dan telah meminta uang kepada teman-temannya selama beberapa hari. Pasien memiliki riwayat 25 tahun meminum satu liter wiski setiap hari. Temperatur 38,5°C, denyut nadi 126x/menit, dan tekanan darah 162/102 mmHg. Manakah dari berikut ini yang merupakan manajemen awal yang paling tepat untuk kondisi pasien ini?","","Rawat inap untuk pemantauan dan evaluasi layanan social","Pemulangan dan rujukan ke pusat perawatan alkohol rawat jalan","Injeksi intramuskular CPZ dan discharge","Infus etil alkohol intravena dan pelepasan","Pemberian chlordiazepoxide dan rawat inap di rumah sakit","E"
