"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Thompson test +","pmb","Laki-laki 22 tahun datang ke IGD RS mengeluh nyeri di pergelangan kaki kanan setelah di tackle temannya saat bermain futsal, gerakan terbatas karena terasa nyeri. PF tanda vital dalam batas normal, ketika dilakukan penekanan di m. gastrocnemius tidak didapatkan plantar flexi. Apa diagnosisnya?","","Ankle sprain","Calcaneus spur","Ruptur m. gastrocnemius","Fraktur calcaneus","Ruptur tendon achiles","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Gibbus +","pmb","Wanita 45 tahun datang ke IGD dengan keluhan batuk sejak 3 bulan yang lalu, penurunan berat badan, saat ini pasien mengeluh nyeri punggung sejak 1 bulan terakhir, dan pasien merasa makin lama makin membungkuk, pasien juga mengeluhkan terdapat benjolan yg muncul di pungungnya. PF TD: 110/80mHg, N: 89x/m, RR: 20x/m, S:36,9 dari pemeriksaan rontgen didapatkan gambar seperti berikut. Diagnosis?","","Spondilosis","Spondilitis TB","Spondilolisis","Ankylosing spondilitis","Spondilolisthesis","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Wanita usia 60 tahun datang ke Rumah sakit karena terasa nyeri di pinggang, pasien riwayat menopause sejak 10 tahun terakhir. Pada pemeriksaan fisik TTV dalam batas normal, vertebrae krepitasi (+) pada saat membungkuk, apa kemungkinan diagnosis untuk pasien tersebut?","","Osteoporosis","Spondilosis lumbal","Spondilolisis","HNP","Osteoarthritis vertebrae","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang anak laki-laki berusia empat tahun dibawa ibunya datang ke poliklinik dengan keluhan nyeri diatas kemaluan sejak 1 bulan yll. Pasien juga mengeluhkan anyang anyangan. Menurut ibupasien kurang minum sehingga kencing sering pekat. pada pemeriksaan fisik didapatkan nyeri ringan perabaan suprapubicTTV normal. Pemeriksaan Lab eritrosit urin 10-15/lp. Leukosit urin 5 /lp. foto polos abdomen tampak masa radiopak di atas simfisis apakah pemeriksaan penunjangnya untuk diagnosis tersebut?","","Darah lengkap","USG urologi","BUN serum keratinin","SGOT, SGPT","Elektrolit serum","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Aganglionik segmen","pmb","Bayi datang dengan keluhan tidak bisa buang air besar sejak lahir. Pasien juga muntah hijau kecoklatan, perut tegang dan kembung. Pasien tampak letargi, lemas, rewel dan gelisah. Pada gambaran radiologi barium tampak kontras berada di bagian usus yang menyempit karena tidak ada persarafan. Diagnosis....","","Hischprung disease","IBS","IBD","Cholelithiasis","Atresia ani","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki 75 tahun mengeluh kencing kurang lampias, keluhan muncul sejak 1 minggu yang lalu, pasien juga mengeluh kadang terasa nyeri di daerah perut bagian bawah. Pemeriksaan fisik TD: 130/80mmHg, N: 80x/m, RR: 20x/m, S: 37,3 dari RT didapatkan prostat membesar, nyeri (+) dengan konsistensi kenyal kenyal. Diagnosis?","","BPH","Ca Prostat","Hiperplasia prostat","Prostatitis akut","Prostatitis kronis","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Anak laki-laki usia 3 tahun diantar ibunya ke Rumah Sakit karena kencing tidak lancar, ibu mengatakan setiap kencing tampak ujung kemaluannya menggelembung dan anak menangis. Pada pemeriksaab fisik, preputium tidak dapat ditarik ke belakang, tanda inflamasi (-) diagnosis?","","Phimosis","Paraphimosis","Hipospadia","Epispadia","Balanitis","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Pasien laki-laki 25 tahun datang ke IGD dengan keluhan nyeri pada saat BAB, pasien riwayat sering melakukan hubungan seksual dengan sesama jenis. Pada pemeriksaan fisik TTV dalam batas normal, pada pemeriksaan anogenital tampak adanya robekan di mukosa anus, diagnosis?","","Proctitis","Fissura ani","Prolaps recti","Proctocolitis","Fistula ani","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Pasien perempuan 40 tahun datang ke IGD karena BAB tidak tuntas, pasien mengatakan keluhan sejak 3 hari terakhir, kadang disertai dengan keluar benjolan yang masih dapat masuk dengan sendirinya. Keluhan juga kadang disertai dengan darah yang menetes setelah slelasi BAB. Diagnosis?","","Hemoroid interna grade 1","Hemoroid interna grade 2","Hemoroid interna grade 3","Hemoroid interna grade 4","Hemoroid eksterna","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","EDH","pmb","Seorang Laki-laki dibawa ke IGD RS setelah mengalami kecelakaan lalu lintas 2 jam yang lalu, pasien tidak sadarkan diri, riwayat sebelumnya sempat pingsang ditempat kejadian kemudian sadar kembali, namun dalam perjalanan ke RS kembali tidak sadar. PF TD:110/60mmHg, N:90x/m, RR:22x/m, S:36,8. pupil anisokor, dari CT scan tampak gambaran bikonveks. Pembuluh darah yang menyebabkan keluhan?","","Arteri Meningea Media","Bridging Vein","Arteri Karotis","Arteri Messenteric","Vena Serebri Interna","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Dx: Phimosis","pmb","Seorang anak laki-laki berusia 2 tahun diantar oleh ibunya ke poliklinik RS dengan keluhan terdapat benjolan pada penisnya yang baru diketahui sejak 2 minggu. Keluhan disertai nyeri waktu buang air kecil dan kadang-kadang kulit penis mengembung. Pada pemeriksaan fisik didapatkan benjolan berada di dalam preputium penis sebesar 0,5 cm, padat, mobile di bawah kulit dan melekat pada dasar. Meatus urethra externus sulit dievaluasi karena preputium tidak bisa dibuka. Apakah penanganan yang dilakukan pada pasien?","","Eksisi","Incisi","Extirpasi","Sirkumsisi","Dorsumsisi","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang laki laki datang ke igd dengan keluhan sesak sejak 1 jam yang lalu. Sesak di rasakan setelah pasien melakukan ct scan kepala dengan bahas kontras. Setelah di injeksikan bahan kontras pasien tiba tiba sesak. Pemeriksaan vital di dapatkan tensi 80/40mmgHg, N: 112x/m, R: 26x/m, S: 36,5. Apakah kemungkinan diagnosa pasien di atas?","","Syok hipovolemik","Syok kardiogenik","Syok anafilaktik","Syok septik","Syok distributif","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Pasien bayi umur 7 hari mengeluh muntah cairan berwarna bening setalah 10 menit makan dan minum, perut tampak kembung. Foto x-xray didapatkan gambaran seperti single bubble appearance, diagnosis?","","Atresia esophagus","Atresia duodenum","Atresia pylorus","Intusussepsi","Volvulus","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Priapismus","pmb","Seorang laki-laki berusia 45 tahun datang ke puskesmas dengan keluhan penis menegang 2 jam yang lalu tanpa adanya hasrat seksual. Keluhan sering dirasakan saat bangun tdr dan biasanya mereda sendiri dalam 1 hari. Pada pemeriksaan tnda vital dalam btas normal. Pada pemeriksaan fisik tampak penis ereksi, berwarna kemerahan, bagian glans teraba lunak, dan korpus karvernosum teraba keras. Tatalaksana yang tepat?","","Kompres dingin + pseudoephedrin","Kompres dingin + asam mefenamat","Kompres dingin + asam tranexamat","Injeksi intra cavernosa + pseudoephedrin","Aspirasi corpus cavernosum + asam tranexamat","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang bayi perempuan berusia 7 hari dibwa ibunya ke UGD RS dgn keluhan keluar nanah dari tali pusar sjk 2 hari yang lalu. Keluhan disertai dgn demam dan tali pusar berbau busuk serta bengkak. Riwayat melakukan persalinan di dukun beranak. Pada pemeriksaan tanda vital didapatkan suhu tubuh 39°C, frekuensi napas 38x/menit, denyut nadi 128x/menit. Pada pemeriksaan fisik ditemukan tali pusar hiperemis, edema dan terdapat discharge purulen. Diagnosis?","","Omfalitis","Omfalokel","Patent uracus","Hernia umbilikalis","Granuloma umbilikalis","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki 10 tahun ke puskesmas karena nyeri hebat pada daerah kelaminnya setelah main bola. Keluhan disertai mual dan muntah. TTV dalam batas normal, posisi salah satu testis lebih tinggi dan mendatar Pada pemeriksaan USG Doppler ditemukan aliran darah menurun pada testis tersebut. Diagnosis?","","torsio testis","epididimitis","orkitis","varikokel","ruptur uretra","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Peritonitis sekunder","pmb","Laki-laki berusia 28 tahun datang ke UGD RS dengan keluhan nyeri perut sebelah kanan bawah sejak 2 hari yang lalu. Nyeri awalnya dirasakan di daerah pusar kemudian dirasakan berpindah ke bagian kanan bawah, saat ini nyeri dirasakan diseluruh area perut. Keluhan disertai demam, mual, muntah dan perut kembung. Pasien juga tidak BAB sejak 2 hari yang lalu. KU lemah, TD 100/70, nadi 110, napas, suhu 37°C. perut sedikit cembung, bising usus menurun, perkusi timpani, perut nampak seperti papan, defense muscular (+), nyeri tekan di seluruh region abdomen. Diagnosis?","","Peritonitis e.c koledokolitiasis","Peritonitis e.c appendicitis perforata","Peritonitis e.c ulkus peptikum perforata","Peritonitis e.c pankreatitis akut","Peritonitis e.c cholelithiasis","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki 50 tahun datang dengan keluhan benjolan di skrotum kanan sejak 2 minggu. Benjolan awalnya bisa keluar masuk, tetapi sekarang tidak bisa keluar masuk. Diagnosanya adalah?","","Hernia inguinalis dextra inkarserata","Hernia inguinalis dextra strangulata","Hernia inguinalis dextra irreponible","Hernia femoralis dextra inkarserata","Hernia inguinalis sinistra irreponible","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki 47 tahun datang ke UGD dengan keluhan tangannya melepuh setelah tersiram air panas 30 menit yg lalu. TD 120/80, Nadi 100, RR 20, Suhu 37. Status dermatologis: ulkus dengan makula hipopigmentasi tanpa bula, tidak nyeri ketika disentuh. Diagnosis kasus ini adalah","","Luka bakar derajat 1","Luka bakar derajat 2a","Luka bakar derajat 2b","Luka bakar derajat 3","Luka bakar serajat 4","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Grading Hidronefrosis","pmb","Pasien laki-laki 52 tahun datang ke IGD RS dengan keluhan nyeri pinggang kiri sejak 1 minggu yang lalu. Pasien memiliki riwayat batu ginjal 2 tahun yang lalu. Keluhan demam disangkal. Pada pemeriksaan fisik didaptkan TD: 130/90mmHg, N:98x/m, RR: 20x/m, s:36,5. Nyeri ketok CVA (+). Dari pemeriksaan BNO IVP didapatkan gambaran dilatasi pelvis, dilatasi calices ginjal, dan sebagian parenkim ginjal sulit dievaluasi. Apakah diagnosis untuk pasien tersebut?","","Hidronefrosis grade 1","Hidronefrosis grade 2","Hidronefrosis grade 3","Hidronefrosis grade 4","Hidronefrosis grade 5","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki usia 35 tahun datang ke puskesmas dengan keluhan bengkak pada punggung kanan. Bengkak dirasakan tidak nyeri dan pembesaran lambat. Dari pemeriksaan fisik regio punggung ditemukan benjolan ukuran 2-3 cm, konsistensi kenyal dan mudah digerakkan. Diagnosis?","","Kista atherom","Fibroma","Lipoma","Fibrosarkoma","Liposarkoma","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Ruptur uretra posterior","pmb","Anak laki-laki 12 tahun datang ke IGD RS setelah jatuh dari motor dengan keluhan nyeri di selangkangan. Pada pemeriksaan fisik ditemukan darah keluar dari penis dan dari pemeriksaan rectal toucher didapatkan high riding prostat. Yang dikhawatirkan terjadi pada pasien ini adalah?","","Rupture uretra pars bulbaris","Kanker prostat","Nyeri sehingga tubuh mengira VU penuh","Hematoma perineum","Rupture uretra pars membranasea","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang wanita 25 tahun datang ke Puskesmas dengan keluhan payudara kanan membengkak. Keluhan ini dirasakan sejak 5 hari yang lalu. Dua minggu sebelumnya pasien baru saja melahirkan. Keluhan disertai demam. Pemeriksaan lain dalam batas normal. Status lokalis payudara kanan edema, memerah, nyeri pada perabaan. Diagnosis?","","Ca mammae","FAM","Fibrokistik","Mastitis","Tumor phyloides","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Ruptur uretra posterior","pmb","Laki-laki tertabrak motor 6 jam yang lalu, mengeluh tidak bisa kencing sejak 4 jam yang lalu, perut bagian bawahnya sakit, TD 100/70mmHg, N 80x/menit, RR 20x/menit, S: 36,2oC. Dari pemeriksaan fisik floating prostat (+), blood discharge (+). Tatalaksana awal yang paling tepat adalah?","","Folley cateter","Pungsi suprapubik","Resusitasi cairan","Retrograde urethrografi","Rectal Toucher","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Bayi laki – laki 58 hari datang ke IGD dengan keluhan kuning, kencing pekat, kotoran berwarna dempul. Pemeriksaan TTV dalam batas normal. Pemeriksaan fisik mucosa mata kuning, hepar teraba 2 jari dibawah arcus costae, pembesaran lien pada schuffner 2. Pemeriksaan laboratorium bilirubin total 14,0; bilirubin direk 18,8; SGOT 317; SGPT 183; Gamma GT 360. Diagnosis?","","Kolelithiasis","Pancreatitis","choledocolithiasis","Hepatoblastoma","Atresia bilier","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","BPH","pmb","Seorang pasien berusia 70 tahun datang ke puskesmas dengan keluhan BAK sedikit sedikit tapi sering sejak 6 bulan yang lalu. Keluhan disertai dengan kencing yang tidak tuntas dan harus mengejan. Hasil pemeriksaan rectal toucher didapatkan pole atas prostat tidak teraba, nodul tidak teraba, sulcus melebar. Hasil USG didapatkan nodul hypoechoic pada buli. Apakah pemeriksaan penunjang yang sesuai untuk menegakkan diagnosis pada kasus tersebut?","","Uretrografi","IVP","USG Urologi","USG Abdomen","BNO","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang laki-laki 30 tahun datang ke IGD setelah kecelakaan sepeda motor. Didapatkan fraktur clavicula dextra pada foto rontgen AP. Komplikasi konservatif yang dapat terjadi adalah?","","Union","pneumothorax","cedera arteri subclavia","Mal union","Cedera pleksus brachialis","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Pasien laki-laki 42 tahun datang ke IGD dengan keluhan nyeri perut kanan bawah sejak 4 jam yang lalu. Sebelumnya pasien mengeluh nyeri dibagian ulu hati yang ketika diberikan obat maag tidak menunjukkan perbaikan. Pemeriksaan fisik menunjukkan TD 130/90mmHg, HR: 110x/m, RR: 26x/m, S: 38,2. Nyeri tekan kuadran kanan bawah positif, nyeri lepas positif, nyeri saat dilakukan hiperekstensi hip positif. Diagnosis pasien ini adalah?","","Appendisitis akut yang berasal dari foregut yang dipersarafi N. Th 10","Appendisitis akut yang berasal dari foregut yang dipersarafi N. Th 8","Appendisitis akut yang berasal dari midgut yang dipersarafi N. Th 10","Appendisitis akut yang berasal dari hindgut yang dipersarafi N. Th 8","Appendisitis akut yang berasal dari hindgut yang dipersarafi N. Th 10","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Ny. S, 45 th, datang dengan keluhan nyeri di perut kiri bawah sejak 5 hari yang lalu dan memberat sejak 1 hari ini. Pasien juga mengeluh BAB cair tanpa lendir tanpa darah, mual, dan muntah. Dari pemeriksaan fisik didapatkan TD 120/70 mmHg, HR 92 x/mnt, RR 22 x/mnt, suhu 37,80 C, teraba massa di abdomen bagian left lower quadran. Dari pemeriksaan penunjang didapatkan leukositosis ringan. Pasien telah dilakukan pemeriksaan barium enema didapatkan hasil seperti yang ditunjukkan oleh gambar. Maka diagnosis yang tepat adalah…","","Colitis","Diverticulitis","Apendicitis","Ca Colon","Chron Disease","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki usia 8 tahun mengeluh nyeri pada buah zakarnya. Nyeri dirasakan makin memberat 3 hari terakhir. Keluhan disertai demam. Tanda-tanda vital TD 110/80mmHg, HR 98x/m , RR 20x/m T 37oC. Pada pemeriksaan fisik skrotum tampak bengkak, hiperemis (+), nyeri tekan (+). Pasien memiliki riwayat mumps 1 minggu lalu. Diagnosis pasien tersebut adalah ….","","Torsio testis","Epididimitis","Orchitis","Hidrokel","Hernia Skrotalis","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang perempuan berusia 70 tahun diantar keluarganya ke UGD RS dengan keluhan tidak bisa berjalan. Pasien pinggul kirinya terbentur meja dan terjatuh. Nyeri dirasakan di pangkal paha kiri. Pada pemeriksaaan fisik didapatkan “true length dan apparent length” tungkai memendek 3 cm. Tungkai dalam keadaan lurus, dapat digerakkan pasif ke atas, tetapi tertahan oleh karena nyeri. Pulsasi arteri dorsalis pedis kiri normal. Pada pemeriksaan antropometri didapatkan tinggi badan 155cm dan berat badan 40kg. Apakah kemungkinan diagnosis tersebut?","","Fraktur angkle","Fraktur calcaneus","Fraktur metatarsal","Fraktur collum femoris","Fraktur pelvis","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Murphy test +","pmb","Ny. F, 48 th, datang dengan keluhan nyeri perut kanan atas sejak 2 hari yang lalu. Nyeri perut hilang timbul dan dirasakan menjalar hingga ke pundak bagian kanan. Pasien mengeluh mual dan muntah sejak 2 hari yang lalu. Dari pemeriksaan fisik didapatkan TD 120/80 mmHg, HR 92 x/mnt, RR 22 x/mnt, Tax 380 C, terdapat nyeri tekan di regio hipokondrium kanan ketika pasien melakukan inspirasi. Pasien telah melakukan pemeriksaan USG didapatkan gambaran seperti dibawah, maka diagnosisnya adalah…","","Kolelitiasis","Koledokolitiasis","Kolesistitis Akut","Acalculus kolesistitis","Kolangitis","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Ductal carcinoma","pmb","Seorang perempuan berusia 50 tahun dating ke poliklinik dengan keluhan teraba benjolan pada payudara kanan sejak 1 bulan yang lalu. Keluhan disertai keluar darah dari puting payudara kanan. Pemeriksaan tanda vital dalam batas normal. Pada pemeriksaan fisik didapatkan benjolan dengan tepi tidak beraturan yang fixed di kuadran medial atas payudara kanan. Selain itu teraba benjolan kecil-kecil di ketiak kanan. Apakah diagnosis yang paing mungkin untuk kasus di atas?","","Cyst mammae","Ca mammae","Fibroadenoma mammae","Mastitis peueperal","Plasma cell mastitis","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Tn. L, 50 th, datang ke IGD dengan keluhan terdapat benjolan di lipat paha kanan sejak 10 tahun yang lalu memberat sejak 3 hari ini. Awalnya benjolan dapat masuk sendiri saat berbaring, namun saat ini sudah tidak bisa masuk lagi. Keluhan diikuti mual dan muntah. Dari pemeriksaan fisik didapatkan TD 120/80 mmHg, HR 88 x/mnt, RR 22 x/mnt, Tax 36,80 C, pada regio inguinal terdapat nyeri nyeri yang dirasakan pada benjolan. Diagnosis yang tepat adalah…","","Hernia inguinalis lateralis strangulata","Hernia inguinalis lateralis inkarserata","Hernia inguinalis lateralis reponible","Hernia srotalis strangulata","Hernia inguinalis medialis reponible","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki 35 tahun datang dengan keluhan sulit kencing sejak 2 hari dan nyeri pada ujung penis. Riwayat 2 tahun yang lalu ujung penis kemerahan dan keluar nanah. Pada pemeriksaan fisik didapatkan sikatrik pada ujung penis. Diagnosis?","","Phimosis patologis","Paraphimosis","Balanitis","Poshitis","Phimosis fisiologis","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","1⁄2(2ccX50%X60)","pmb","Pasien laki-laki 25 tahun datang ke IGD RS dengan keluhan tersiram air panas 2 jam yang lalu. Pasien didapatkan luka bakar derajat II dengan luas 50%. BB pasien 60kg. TD: 120/80mmHg, N: 88x/m, RR: 20x/m, S:36. Pasien direncanakan akan diberikan terapi cairan. Berapa jumlah cairan tahap awal yang akan diberikan pada pasien ini?","","2500","3000","5000","6000","4500","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang laki2 datang dengan keluhan nyeri pinggang sebelah kanan yang dialami secara tiba-tiba yang menjalar sampai setinggi pusar, riwayat kencing berwarna merah (+). apa diagnosanya?","","Ureterolithiasis proksimal","Ureterolithiasis medial","Ureterolithiasis distal","Nefrolitiasis dextra","Urolithiasis","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki 25 tahun ke poliklinik dengan keluhan nyeri pada peler kanan yang dirasakan hilang timbul sejak 1 bulan yang lalu. Keluhan disertai nyeri kadang-kadang dirasakan menjalar sampai ke sela paha kanan. Riwayat trauma disangkal. Tanda vital dalam batas normal. Pada pemeriksaan fisik teraba benjolan dengan tepi lobulated di intraskrotal kanan. Pada pemeriksaan USG scrotal didapatkan gambaran dilatasi vena pleksus pampiniform yang pada valsava manuver tampak refluks (+). Diagnosis kasus ini adalah?","","Epididimo-orkitis","Torsio testis","Varikokel","Hernia skrotalis","Orkitis","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Anak laki-laki 1 tahun diantar ibunya ke UGD dengan keluhan sesak napas 7 bulan lalu. Keluhan dirasakan berulang dan semakin memberat jika menangis dan bermain. Pada pemeriksaan fisik didapatkan suhu 36,5 C, nadi 100x/menit, RR 37x/menit dan suara bising usus pada hemithorax sinistra/ Pada pemeriksaan rontgen thorax, didapatkan tampak bayangan loop loop usus memasuki dan memenuhi hemithorax kiri disertai dengan pendesakan organ mediastinum ke kanan dan tampak jantung mendesak ke posterior. Apakah diagnosis kasus tersebut?","","Hernia ventralis","Acquired Hernia diafragmatika","Hernia umbilikalis","Hernia diafragmatika traumatika","Kongenital Hernia diafragmatika","E"
