"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Dilakukan skrining didaerah yg tinggi resiko difteri didapatkan sensitivitas 90%, spesivisitas 85%. Kemudian akan dilakukan skrining di daerah yang resiko difteri rendah. Manakah pernyataan yg benar?","","Sensitivitas dan spesifisitas lebih rendah dibandingkan daerah yang resiko tinggi.","Sensitivitas dan spesivisitas sebanding","Sensitivitas lebih tinggi dibandingkan daerah resiko tinggi","Spesivisitas lebih tinggi dibandingkan daerah resiko tinggi","Nilai duga positif lebih tinggi dibandngkan daerah resiko tinggi","D"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Klinik darurat Covid19 didirikan di Kota X yang merupakan zona merah covid19 untuk melayani masyarakat suspect covid19 dan yang ingin memeriksakan rapid test. Didirikan atas kerjasama Kementrian Kesehatan, Dinkes Provinsi, Dinkes Kota X dan BPBD. Pelayanan kesehatan termasuk","","Pelayanan Kesehatan Masyarakat Primer","Pelayanan Kesehatan Masyarakat Sekunder","Pelayanan Kesehatan Masyarakat Tersier","Pelayanan Kesehatan Perorangan Tersier","Pelayanan Kesehatan Perorangan Primer","E"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Dokter puskesmas melakukan penyuluhan kepada masyarakat tentang pentingnya pola gizi seimbang sebagai suatu bagian dari pencegahan penyakit DM. Sebagai tahap awal dilakukan 2 macam metode penyuluhan, yaitu metode ceramah satu arah dan ceramah dua arah. Dokter ingin mengetahui efektivitas kedua metode tersebut menggunakan kuesioner yang mengukur pengetahuan masyarakat sebelum dan sesudah penyuluhan. Bila sebaran data diasumsikan normal, maka uji statistik yang sesuai adalah","","Chi square","Paired T-test","Fisher’s exact test","Uji korelasi","Two ways ANOVA","E"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang dokter ingin melakukan pengamatan terhadap beberapa pasien yang didiagnosis Covid19 kemudian mempelajari kasus-kasus tersebut sehingga didapatkan gejala klinis yang mungkin muncul dan proses perjalanan penyakitnya. Penelitian deskriptif apa yang sesuai?","","Kasus Serial","Kontrol Serial","Laporan Kasus","Kohort","Cross Sectional","A"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang laki-laki 55 tahun datang ke praktek dokter umum untuk kontrol penyakit diabetes melitus yang dideritanya. Dokter tersebut memiliki semua catatan lengkap mengenai riwayat penyakit dan pengobatan pasien tersebut selama 4 tahun terakhir Jenis pelayanan yg diberikan oleh dokter adalah","","Pelayanan menyeluruh","Pelayanan berkesinambungan","Pelayanan berkoordinasi","Pelayanan komunikatif","Pelayanan paripurna","B"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang dokter ingin melakukan penelitian mengenai uji toksisitas akut obat x, metode penelitian dibagi 3 kelompok pemberian obat x dengan dosis bertingkat, 1 kelompok kontrol negatif, kemudian dihitung kadar enzim hepar dari masing-masing kelompok. Dari uji Kolmogrov-smirnof didapatkan nilai p 0,5. Maka uji yang paling tepat digunakan?","","One way anova","Repeated anova","Chi square","T test pair","T test independen","A"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Pada bulan Januari 2020 terjadi suatu kejadian di Desa penari, dimana didapatkan jumlah kelahiran 1000 bayi, tetapi angka kematian ibu didapatkan sebanyak 110 orang. Dari 110 kematian ibu tersebut, ternyata ada 10 ibu meninggal karena keguguran yang tiba-tiba, 35 ibu meninggal setelah melahirkan anaknya, 40 ibu meninggal saat bencana longsor, 25 ibu meninggal secara misterius dan tidak diketahui penyebabnya. Berdasarkan data tersebut, berapakah jumlah AKI di desa penari?","","110/1000","65/110","45/1000","65/1000","45/110","C"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang pasien datang ke Praktek Dokter Umum Mitra BPJS dengan keluhan demam. Oleh dokter pasien diberikan obat generik untuk 3 hari yang ditanggung BPJS. Sistem pembayaran dalam kasus diatas?","","Kapitasi","Non-Kapitasi","Fee for service","INA-CBGs","Non INA-CBGs","A"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang dokter ingin melakukan penelitian efek samping berdebar dari berbagai obat asma yang diberikan sebagai terapi. Efek samping yang diukur adalah jumlah denyut jantung (HR). Obat yang dibandingkan adalah Salbutamol, Formaterol, Aminofilin, Terbutalin. Sedangkan penderita asma sebagai sampel dibagi menjadi kategori pria dan wanita. Data yang ada sudah terdistribusi normal. Uji hipotesis yang digunakan adalah?","","Fisher","Chi square","Kruskall wallis","One way ANOVA","Two way ANOV","E"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang perempuan 30 tahun G1P0A0 39/40 minggu dibawa keluarganya ke UGD Puskesmas karena pecah ketuban dan mengalami HIS. Pasien hendak melakukan persalinan normal di Puskesmas tersebut. Saat ditanyakan ke keluarga ternyata pasien belum memiliki BPJS. Salah satu keluarga segera ke kantor BPJS terdekat dan mendaftarkan BPJS ibu dan bayinya sebagai BPJS PBI. Bagaimana pembiayaan ibu dan bayi tersebut ?","","Biaya persalinan dan perawatan bayi dapat langsung ditanggung BPJS","Biaya persalinan ditanggung BPJS, biaya perawatan bayi ditanggung pihak pasien","Biaya perawatan bayi ditanggung BPJS, biaya persalinan ditanggung pihak pasien","Biaya persalinan dan perawatan bayi dikenakan biaya umum hingga 14 hari semenjak pendaftaran","Biaya persalinan dan perawatan bayi dikenakan biaya umum hingga 28 hari semenjak pendaftaran","D"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Sekelompok masyarakat curiga adanya pencemaran air setelah berdirinya industry pupuk cair didekat tempat tinggal mereka. Masyarakat meminta petugas Puskesmas untuk memeriksakan air sumur yang sering mereka gunakan untuk minum dan memasak. Berdasarkan hasil pemeriksaan ditemukan kadar Dissolved Oxygen (DO) < 3 , sementara hasil pemeriksaan lainnya dalam batas normal. Berdasarkan hasil pemeriksaan tersebut unsur apakah yang bermasalah?","","Kimia","Fisika","Radiologis","Biologis","Medis","A"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Anak usia 5 tahun datang ke IGD RSUD dengan keluhan demam 4 hari naik turun disertai dengan gusi berdarah. Setelah dilakukan pemeriksaan laboratorium didapatkan Plt 90.000. Pasien lalu dirawat inapkan oleh dokter jaga IGD. Orang tua pasien bekerja sebagai PNS di Kabupaten dengan pendapatan 6 juta per bulan. Keluarga pasien menanyakan kelas kamar rawat inap. Kelas berapakah kamar rawat inap pasien tersebut?","","Kelas I","Kelas II","Kelas III","VIP","VVIP","A"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang laki-laki diantar ke UGD dengan fraktur tertutup femur kanan setelah mengalami kecelakaan. Pasien merupakan peserta asuransi JKN. Tetapi pada akhirnya pihak pasien menolak membuat laporan kepolisian dan seluruh biaya ditanggung oleh yang menabrak. Apa sistem pembiayaan pada pasien tersebut?","","Fee for service","Kapitasi","INA-CBGs","Reimbursment","Non Kapitasi","A"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang dokter ingin mengetahui hubungan antara kepatuhan kontrol pasien DM dengan tingkat pengetahuan diabetes mellitus pada pasien. Dokter tersebut akan mengikuti perjalanan pengobatan pasien selama 5 tahun kedepan. Hubungan kausal penelitian tersebut diukur menggunakan?","","Odds Ratio","Prevalence Risk","Relative Risk","Confidence interval","Prevalence Ratio","C"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Laki-laki 19 tahun memutuskan untuk melakukan gaya hidup sehat setelah mengetahui bahwa ayahnya menderita diabetes melitus dan ibunya menderita hipertensi. Pemuda tersebut merasa dirinya rentan terserang penyakit yang diderita ayah dan ibunya. Apakah persepsi yang diterapkan oleh pemuda tersebut menurut teori Health Believe Model?","","Percieved susceptibility","Perceived severity","Perceived benefit","Perceiced barrier","Cues to action","A"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang dokter puskesmas bertanggung jawab pada satu desa yang memiliki wabah DBD. Dokter puskesmas takut terjadi wabah, sehingga ingin mengetahui adanya peningkatan prevalensi penyakit. Dimanakah dokter tersebut mencatat jawaban pada sistem pencatatan?","","Lembar W1","Lembar W2","Lembar LB1","Lembar LB2","Lembar LB","C"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Puskesmas A memberikan layanan kepada masyarakat salah satunya dalam bentuk layanan kesehatan perorangan berupa layanan di balai pengobatan atau poliklinik. Layanan kesehatan di Puskesmas A selalu ramai dikunjungi oleh pasien yang tinggal di sekitarnya karena biaya pemeriksaan dan pengobatannya murah serta lokasinya di tengah-tengah wilayah kecamatan. Apakah tujuan subsistem yang telah dicapai puskesmas tersebut","","Accessible & quality","Quality & affordable","Accessible & affordable","Equal & accessible","Affordable & equal","C"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang laki-laki, usia 40 tahun, datang ke klinik dengan keluhan penurunan pendengaran sejak 2 bulan yang lalu. Kesimpulan anamnesis, pemeriksaan fisik dan audiometri menunjukkan adanya NIHL. Pasien bekerja dengan shift 8 jam dan pemeriksaan bising di tempat kerja sebesar 90 db. Apakah tindakan selanjutnya yang dilakukan dokter?","","Menentukan penyakit akibat kerja atau bukan","Menentukan adanya pajanan dari luar","Menentukan faktor risiko individu yang berperan","Mencari hubungan antara kebisingan dengan penurunan pendengaran","Menentukan besarnya pajanan di tempat kerja","C"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Di wilayah kota Y pada tahun 2018 Angka Kematian Ibu (AKI) mencapai 302/100.000 kelahiran hidup, sementara standar SDGs 102/100.000 kelahiran hidup. Salah satu cara untuk menurunkan AKI adalah membuat suatu regulasi di daerah. Apa yang harus dilakukan oleh seorang tenaga kesehatan untuk mendukung pembuatan regulasi tersebut?","","Social support dan empowerment","Empowerment dan advokasi","Advokasi dan negosiasi","Komunikasi dan negosiasi","Politik kesehatan dan komunikasi","B"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Pada tahun 2020 terjadi Pandemi penyakit yang disebabkan oleh virus SARS COV-2. Apakah kurva epidemik yang sesuai untuk kasus tersebut ?","","Common Source Epidemic","Intermittent Source Epidemic","Point Source Epidemic","Propagated Source Epidemic","Continous Source Epidemic","D"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Penilaian kinerja puskesmas sebagai bagian dari fungsi manajemen pengawasan dan pengendalian merupakan suatu proses yang objektif dan sistematis dalam pengumpulan, analisa, dan penggunaan informasi untuk menentukan seberapa efektif dan efisien pelayanan puskesmas. Jika dari hasil evaluasi kinerja puskesmas X tahun 2019 didapatkan data: cakupan hasil pelayanan kesehatan puskesmas mendapatkan pencapaian hasil 85% dan nilai cakupan hasil manajemen dengan tingkat pencapaian hasil yaitu 7.0. Bagaimanakah hasil penilaian kinerja yang dilakukan oleh Dinas Kesehatan Kabupaten Y untuk puskesmas X tersebut?","","Puskesmas dengan tingkat kinerja sangat baik","Puskesmas dengan tingkat kinerja baik","Puskesmas dengan tingkat kinerja cukup","Puskesmas dengan tingkat kinerja kurang","Puskesmas dengan tingkat kinerja sangat kurang","C"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang remaja wanita membaca booklet dari puskesmas tentang bahaya penularan penyakit dari aktivitas seks bebas. Wanita tersebut kemudian memutuskan untuk berhenti melakukan gaya hidup seks bebas yang selama ini ia jalani. Berdasarkan transtheoritical model, remaja ini berada dalam tahap apa?","","Pre contemplation","Contemplation","Maintenance","Preparation","Action","E"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Dokter melakukan sebuah penelitian untuk melihat pengaruh rapid test NS1 terhadap penegakan diagnosis Demam Berdarah Dengue. Rapid test dilakukan pada 800 orang yang menderita Demam Berdarah Dengue dan 1000 orang yang tidak menderita Demam Berdarah Dengue. Didapatkan hasil 400 orang menunjukkan hasil rapid test NS1 positif pada penderita Demam Berdarah Dengue dan 200 orang menunjukkan hasil rapid test NS1 positif pada orang yang tidak menderita Demam Berdarah Dengue. Bagaimana hasil test 200 orang tersebut?","","False negatif","False positif","True positif","True negatif","Reaktif","B"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Suatu survei untuk mendeteksi penyakit tuberkulosis dilakukan di Kecamatan A dengan jumlah penduduk 200.000 orang. Pada survey tersebut ditemukan 20 penderita tuberculosis paru yang terdiri dari 12 penderita tuberculosis lama dan 8 penderita tuberculosis baru. Selain itu juga tercatat 100 kasus kematian di Kecamatan A dan dari jumlah tersebut ada 5 orang meninggal karena tuberculosis paru. Berapakah nilai Case Fatality Rate kasus diatas?","","(100/200.000)x100%","(20/100)x100%","(5/100)x100%","(5/200.000)x100%","(5/20)x100%","E"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Anda adalah seorang dokter perusahaan dengan jumlah pekerja sebanyak 500 orang. 75% adalah laki2 dan perempuan adalah sisanya. Setelah dilakukan medical check up, ditemukan 50% hipertensi, 40% dislipidemi, dan beberapa diantaranya adalah perokok. Anda sebagai dokter perusahaan ingin mengetahui apakah ada keinginan para pekerja untuk berhenti merokok. Dari hasil didapatkan sebanyak 40 orang tidak ingin berhenti merokok karena merasa masih sehat. Apakah tingkatan tindakan pencegahan yang anda lakukan?","","Health promotion","Specific protection","Early diagnosis & prompt treatment","Disability limitation","Rehabilitasi","C"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Di desa penari dijalankan suatu program baru untuk meningkatkan kesehatan dan tumbuh kembang bayi supaya populasi di desa tersebut tidak punah. Populasi bayi di desa tersebut 1000 jiwa, pasien yang memiliki KMS 650 bayi, anak yang dibawa ke posyandu 400 bayi, yang mengalami peningkatan berat badan sebanyak 250 bayi, berapakah nilai keberhasilan dari program tersebut?","","650/1000","400/1000","250/1000","250/400","400/650","C"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Laki-laki 30 th mengeluh BB menurun, mudah lapar, dan sering BAK. Riwayat ibu menderita DM, ayah menderita HT. Kedua ortu bercerai. Ayah meninggal setahun yang lalu karena stroke. Saat ini pasien memiliki 2 orang anak. Family assesment apa yang cocok pada kasus ini?","","Family APGAR","Family SCREEM","Family Lifeline","Family Genogram","Family Life Cycle","D"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Suatu survei untuk mendeteksi penyakit tuberkulosis dilakukan di Kecamatan A dengan jumlah penduduk 200.000 orang. Pada survey tersebut ditemukan 20 penderita tuberculosis paru yang terdiri dari 12 penderita tuberculosis lama dan 8 penderita tuberculosis baru. Selain itu juga tercatat 100 kasus kematian di Kecamatan A dan dari jumlah tersebut ada 5 orang meninggal karena tuberculosis paru. Berapakah prevalensi kasus diatas?","","12/200.000","8/200.000","16/200.000","20/200.000","28/200.000","D"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Kepala puskesmas akan membuat program untuk meningkatkan kesehatan. Kepala puskesmas membentuk anggota dan juga membagi tugas untuk setiap anggota. Termasuk dalam apa yang dilakukan kepala puskesmas","","Planning","Organizing","Actuating","Controlling","Evaluasi","B"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang laki-laki berusia 50 tahun diantar temannya ke UGD RS dengan keluhan baru saja tertabrak sepeda motor saat berjalan keluar kantor. Setelah dilakukan pemeriksaan pasien didiagnosa patah tulang dan harus dirawat inap. Pasien menyatakan akan menggunakan fasilitas kartu jaminan kesehatan yang dimilikinya. Bagaimana pelayanan medis yang dapat diberikan bagi pasien?","","Diminta ke Puskesmas sesuai kartu identitas pasien dahulu","Dirujuk RS terdekat sesuai dengan kartu BPJS pasien dibua","Ditangani kondisi darurat dan diminta ke FKTP dahulu","Diminta ke FKTP dahulu","Ditangani kondisi darurat dan dilanjutkan terapi sesuai advis dokter","E"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang pasien berobat ke Balai Pengobatan Puskesmas dan ternyata sudah 25 bulan tidak membayar BPJS. Berapa banyak minimal tanggungan yang harus dia bayar untuk aktivasi BPJS ?","","12 bulan","18 bulan","25 bulan","24 bulan","6 bulan","E"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Pemerintah Indonesia saat ini telah melaksanakan program jaminan kesehatan secara nasional yang telah dicanangkan sejak tahun 2014. Untuk pelaksanaan program tersebut pemerintah telah mentapkan besarnya tarif paket diagnosis berdasarkan pengelompokan diagnosis dari berbagai penyakit. Apa sebutan untuk pengelompokan diagnosis tersebut?","","Indonesian diagnose relative groups","Indonesian case based groups","Indonesian code diagnose","Indonesian relative diagnose","Indonesian case diagnose","B"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang pasien JKN dengan diagnosis Krisis Hipertensi dirujuk ke RS, kemudian di RS pasien diberikan perawatan dan pembayaran diagnosis menggunakan BPJS hingga pasien bisa pulang. Selanjutnya, pasien kontrol rutin di RS tersebut dan mendapatkan obat penyakit kronis selama 1 bulan. Skema pembayaran BPJS untuk obat penyakit kronis pada pasien RS adalah ..","","Kapitasi","Premi","INA-CBGs","Non INA-CBGs","Non Kapitasi","D"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Puskesmas mengadakan pelayanan dengan tidak membedakan pasien berdasarkan budaya, suku, dan agama. Prinsip penyelenggaraan yang dianut Puskesmas tersebut adalah","","Paradigma sehat","Kesejahteraan masyrakat","Pemerataan","Teknologi tepat guna","Keterpaduan dan kesinambungan","C"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Hasil survey kesehatan yang dilakukan oleh sekelompok mahasiswa kedokteran menunjukkan bahwa perilaku buang air besar sembarangan masih sering dilakukan oleh suatu kelompok masyarakat. Saat diwawancarai, anggota masyarakat menyebutkan bahwa mereka tidak merasa risih dengan perilaku tersebut karena sudah dilakukan turun menurun dan menjadi kebiasaan. Apa faktor yang memengaruhi perilaku masyarakat ini?","","Faktor pemungkin","Faktor predisposisi","Faktor penguat","Faktor khusus","Faktor penentu","B"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang laki-laki berusia 37 tahun datang ke puskesmas dengan keluhan kencing manis sejak 5 tahun yang lalu. Setelah dilakukan pemeriksaan dokter menyarankan pasien rawat inap. Pasien adalah seorang pegawai negeri sipil (PNS) dan peserta JKN dengan iuran 5% dari gaji perbulan wajib bayar. Namun tidak seluruhnya dibayar oleh peserta, sebagian dibayarkan oleh pemberi kerja. Berapakah iuran yang wajib dibayarkan pemberi kerja pada kasus diatas?","","2%","2.5%","3%","3.5%","4%","E"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang laki-laki berusia 37 tahun datang ke puskesmas dengan keluhan luka pada kaki kanan sejak 1 bulan yang lalu. Pasien memiliki riwayat kencing manis sejak 1 tahun yang lalu. Dokter melakukan pemeriksaan medis, melayani konsultasi pasien, memberikan terapi oral dan rawat luka serta melakukan rehabilitasi medis pada pasien. Manakah yang tidak ditanggung oleh BPJS difaskes primer?","","Pemeriksaan","Pengobatan","Rawat luka","Konsultasi","Rehabilitasi","E"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","BJPS merupakan jaminan untuk seluruh warga Indonesia. Menurut kapitasi setiap warga yg melakukan pemeriksaan akan dinilai sebesar Rp 10.000. Berdasarkan Peraturan BPJS Nomor 2 tahun 2015, hal tersebut sesuai untuk kapitasi pada faskes yang mana?","","Puskesmas","RS tipe C","Klinik swasta","RS tipe B","Praktik dokter BPJS","E"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang kepala puskesmas merencanakan surveilans jentik nyamuk di sebuah desa yang beresiko tinggi demam berdarah. Dia menugaskan perawat dan bidan desa untuk mengajak masyarakat di desa tersebut. Langkah yang harus dilakukan oleh dilakukan oleh puskesmas tersebut adalah?","","Pengambilan data, diseminasi, konsolidasi","Pengambilan data, konsolidasi, diseminasi","Diseminasi, pengambilan data, konsolidasi","Konsolidasi, pengambilan data, diseminasi","Konsolidasi, diseminasi, pengambilan data","B"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Seorang kepala keluarga adalah Aparatur Sipil Negara (ASN), untuk biaya kesehatan dengan 4 anak semua belum menikah (dibawah 21 tahun) akan otomatis terdaftar dan dibiayai oleh negara. Jika kepala keluarga tersebut ingin mendaftarkan anggota keluarga yang kelima dan seterusnya, maka biaya setiap orang akan dipotong dari gaji kepala keluarga tersebut sebesar?","","1%","2%","2.5%","5%","10%","A"
"kedokteran","Kesehatan Masyarakat","Kesehatan Masyarakat","","pmb","Untuk menyelamatkan WNI yang berada di kota Wuhan yang sedang terjadi wabah virus Corona, pemerintah Indonesia telah memutuskan untuk mengevakuasi WNI untuk dipulangkan ke Indonesia. Tetapi para WNI yang baru sampai di Indonesia akan di karantina selama 28 hari untuk memastikan bahwa tidak ada WNI yang terjangkit virus corona. Tindakan yang dilakukan oleh pemerintah Indonesia tersebut termasuk dalam?","","Surveilans penyakit","Surveilans sindromik","Surveilans terpadu","Surveilans individu","Surveilans berbasis laboratorium","D"
