"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","AMBLIOPIA (2)","pmb","Seorang anak laki – laki berusia 10 tahun datang ke dokter dengan keluhan kesulitan membaca, dilakukan pemeriksaan VOD 6/30 S-7.50 C-3.00 Ax 90 🡺 6/9 VOS 6/15 S-2.50 C-3.25 Ax 105 🡺 6/7,5. Apakah diagnosis dari pasien tersebut?","","Amblyopia anisometropia","Ambiopia isometrop","Ambiopia meridional","Amblyopia strabismus","Anisometropia","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Kalazion","pmb","Wanita usia 25 thn datang dengan keluhan benjolan di kelopak mata kanan sejak 1 bulan yang lalu. Tidak ada gangguan penglihatan. Dari pemeriksaan didapatkan benjolan di palpebra superior, konsistensi keras dan tidak nyeri. Apakah penanganan yang tepat ?","","Insisi dan kuretase","Kompres hangat","Kortikosteroid","Antibiotik topikal","Insisi dan drainase","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Hordeolum Interna","pmb","Seorang Anak perempuan berusia 12 tahun datang dengan keluhan terdapat benjolan di kelopak mata kanan disertai nyeri selama 3 hari. Awalnya keluhan bintil kecil kecil kemudian membesar. Dari pemeriksaan mata didapatkan benjolan berukuran 0.5 cm pada konjungtiva palpebra superior berwarna kemerahan dengan fluktuasi (+). Apakah diagnosis yang tepat untuk pasien tersebut?","","Kalazion","Hordeolum interna","Hordeolum eksterna","Blefaritis","Dacryoadenitis","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Blepharitis (4a)","pmb","Seorang perempuan berusia 20 tahun datang dengan keluhan mata kanan merah, penglihatan kabur, silau, dan susah membuka mata sejak 2 hari yang lalu. Pada pemeriksaan didapatkan visus 6/40 tidak membaik dengan pinhole, didapatkan injeksi konjungtiva (+), injeksi perikornea (+), palpebra edema, skuama (+) dan terdapat sekret kekuningan pada mata kanan. Diagnosis yang tepat adalah?","","Blefaritis","Blefarokonjungtivitis","Blefarokeratoconjungtivitis","Keratokonjungtivitis","Keratitis","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","","pmb","Seorang perempuan berusia 22 tahun datang dengan keluhan gatal di sekitar kelopak mata dan perut bawah sejak 1 minggu yang lalu. Pada pemeriksaan didapatkan adanya gambaran bintik bintik putih pada bulu mata dan kemerahan pada kelopak mata. Diagnosis yang tepat untuk kasus diatas adalah?","","Blefaritis angularis","Blefaritis pedikulosis","Blefaritis skuamosa","Blefaritis ulseratif","Blefaritis virus","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","KELAINAN KELENJAR LAKRIMALIS","pmb","Seorang anak laki-laki berusia 5 tahun datang diantar oleh ibunya ke puskesmas dengan keluhan kelopak mata kirinya bengkak sejak 3 hari yang lalu disertai dengan nyeri. Nyeri juga dirasakan menjalar hingga dahi. Pemeriksaan oftalmologi didapatkan palpebra kemerahan, udem, nyeri tekan (+), keluar air mata terus menerus seperti tampak pada gambar. Diagnosis yang tepat untuk kasus tersebut adalah?","","Dakriosistitis","Ptosis kongenital","Sinusitis frontalis","Hordeolum","Dakrioadenitis","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","KELAINAN KELENJAR LAKRIMALIS","pmb","Seorang Laki-laki usia 55 tahun datang dengan keluhan mata merah sejak 3 hari yang lalu. Keluhan disertai nyeri dan keluar air mata terus-menerus. Dari pemeriksaan oftamologi didapatkan kongesti konjungtiva dan bengkak terutama pada bagian nasal. Dari pemeriksaan penunjang didapatkan regurgitasi (+). Diagnosis pada pasien adalah?","","Konjungtivitis akut","Dakriosistitis akut","Dakriosistitis kronik","Dakrioadenitis kronik","Dry eye","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Dakriostenosis / Obstruksi Duktus Nasolakrimalis","pmb","Bayi laki-laki usia 3 hari dibawa ibunya ke Puskesmas dengan keluhan mata kanan berair terus-menerus sejak lahir. Mata berair kadang disertai dengan kotoran bening lengket. Pemeriksaan fisik didapatkan kanalikuli superior dan inferior terbuka, segmen anterior tenang, lain-lain normal. Apakah penatalaksanaan awal yang tepat terhadap bayi tersebut?","","Segera dilakukan probing","Masase pada sekitar duktus nasolakrimalis","Operasi pengangkatan duktus nasolakrimalis","Pemberian kortikosteroid topikal","Pemberian antibiotik topikal","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Trikiasis","pmb","Seorang laki-laki berusia 65 tahun datang dengan keluhan merah pada mata kanannya sejak 1 bulan terakhir. Mata merah disertai dengan pandangan kabur, rasa mengganjal dan nyeri. Didapatkan gambaran seperti gambar disamping. Terapi?","","Antibiotik Topikal","Epilasi","Rekonstruksi Palpebra","Artificial Tears","Cuci Bulu Mata","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Jenis-jenis Ektropion dan Entropion","pmb","Seorang laki - laki berusia 70 tahun datang dengan keluhan mata kiri berair dan terasa mengganjal sejak 1 bulan terakhir. Setelah dilakukan pemeriksaan didapatkan margo palpebra terlipat ke arah luar. Pasien tidak memiliki riwayat trauma sebelumnya. Apakah diagnosis pasien tersebut?","","Ektropion kongenital","Ektropion involusional","Ektropion sikatrikal","Ektropion mekanikal","Ektropion akut spastik","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Oftalmia Neonatorum","pmb","Seorang bayi perempuan berusia 10 hari dibawa ibunya ke dengan keluhan sejak lahir kedua matanya merah, bengkak serta mengeluarkan kotoran berwarna kekuningan kental dan banyak. Dari pemeriksaan didapatkan adanya sekret mukopurulen, palpebra edema, injeksi konjungtiva (+) injeksi kornea (-), fluorosense test (-). Pemeriksaan penunjang yang tepat?","","Pemeriksaan gram dari swab sekret","Pemeriksaan KOH dari scraping kornea","Kultur dan tes sensitivitas jaringan kornea","Pemeriksaan giemsa dari kulit palpebra","Pemeriksaan darah lengkap","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Konjungtivitis Clamidya","pmb","Bayi berusia 1 minggu dibawa ibunya ke poliklinik dengan keluhan sejak lahir kedua matanya merah, bengkak serta mengeluarkan banyak kotoran. Selama masa kehamilan, ibu pasien sering mengalami keputihan. Pada pemeriksaan adanya palpebra edema, injeksi konjungtiva (+) Cornea: jernih dan didapatkan sekret mukopurulen. Dari pemeriksaan gram tidak didapatkan gambaran biji kopi. Tatalaksana yang tepat untuk kasus tersebut adalah?","","Injeksi Ceftriaxone 50mg/kgBB IM Single Dose","Injeksi Penicillin G 1gr IV Single Dose","Eritromycin Syrup 50mg/KgBB PO","Eritromycin Topikal 6 x 1","Levofloxacin Topikal 6 x 1","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Konjungtivitis Virus","pmb","Seorang anak perempuan berusia 7 tahun datang dengan ibunya dengan keluhan kedua kelopak mata bengkak,mata merah dan berair, disertai dengan rasa mengganjal. Dari pemeriksaan didapatkan visus ODS 6/6, didapatkan injeksi konjungtiva, sekret bening dan didapatkan adanya folikel pada konjungtiva tarsal. Skuama (-). Ibu pasien juga menderita keluhan yang sama. Apakah terapi yang tepat?","","Cuci mata dengan boorwater","Cuci kelopak mata dengan sabun bayi","Gentamisin salep mata","Betametason tetes mata","Artificial tears","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Klasifikasi (4A)","pmb","Seorang laki-laki berusia 19 tahun datang dengan dengan keluhan mata merah, silau, gatal pada kedua matanya. Keluhan dirasakan berulang. Pada pemeriksaan visus 20/20, injeksi konjungtiva (+) pada konjungtiva bulbi, papil (+) pada konjungtiva palpebra. Riwayat atopi (+). Diagnosis?","","Keratitis","Keratokonjungtivitis","Konjungtivitis atopi","Konjungtivitis vernal","Konjugtivitis akut","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Konjungtivitis Vernal (4a)","pmb","Seorang anak perempuan berusia 10 tahun datang dengan keluhan mata merah berulang. Riwayat asma (+). Pemeriksaan didapatkan seperti gambar disamping. Terapi ?","","Antibiotik tetes mata","Steroid tetes mata","NSAID tetes mata","Antihistamin tetes mata","Air Mata buatan","D"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Sindroma Mata Kering/Dry Eyes Syndrome/ Keratoconjunctivitis sicca (4A)","pmb","Wanita 60 tahun dengan riwayat DM tipe 2 datang dengan keluhan mata sering merah, perih, terasa mengganjal, dan berpasir pada kedua mata. Penurunan penglihatan (-). Pekerjaan sering di depan komputer dan memakai kontak lensa. Dari pemeriksaan didapatkan injeksi konjungtiva, injeksi siliar ODS, foamy tears konjungtiva forniks. Pada pemeriksaan schimer tes 1 dan 2 didapatkan hasil 10mm dan dari pemeriksaan tear break up time (TBUT) <10 detik. Terapi yang diberikan pada pasien tersebut adalah?","","Skleritis","Episkleritis","Sindroma Mata Kering","Pterigium iritatif","Pingueculitis","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Xanthelasma","pmb","Pasien datang dengan keluhan terdapat bentukan berwarna kuning pada kelopak mata bagian atas dan bawah seperti gambar. Tidak ditemukan gangguan penglihatan maupun keluhan yang mengganggu lainnya. Apakah edukasi yang tepat untuk pasien ini?","","Diet rendah lemak","Minum obat teratur","Olahraga","Memakai kacamata hitam","Jangan mengucek mata","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Perdarahan Sub Konjungtiva","pmb","Seorang Laki laki berusia 25 tahun datang dengan keluhan mata kiri merah sejak 3 hari yang lalu. Keluhan timbul setelah mata kanan pasien terbentur stang motor saat mengalami kecelakaan lalu lintas. Dari pemeriksaan didapatkan VODS 20/20. Segmen anerior seperti gambar disamping. Tatalaksana?","","MRS, bebat tekan","Parasintesis","Anti Perdarahan","Rujuk Spesialis Mata","KIE dan observasi","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Ulkus Kornea (2)","pmb","Seorang laki-laki berusia 38 tahun datang ke poliklinik dengan keluhan utama penglihatan mata kiri kabur sejak 2 minggu yang lalu. Keluhan disertai mata merah. Pada pemeriksaan oftalmologi VOD 6/9 dan VOS 4/60. Pada pemeriksaan segmen anterior dijumpai mix injeksi, hyperemia konjungtiva, kornea dijumpai defek epitel hingga stromal bergaung dari limbus mengarah ke sentral kornea. Tidak didapatkan riwayat trauma sebelumnya. Pasien memiliki riwayat penyakit nyeri sendi sebelumnya. Diagnosis yang tepat untuk kasus tersebut adalah?","","Fungal keratitis","Herpes simpleks keratitis","Herpes zoster keratitis","Ulkus Kornea Perifer","Ulkus Kornea Sentral","D"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","ulkus kornea ec jamur","pmb","Seorang perempuan, berusia 19 tahun mengeluh mata kirinya merah dan nyeri sejak 3 hari yang lalu setelah tergores daun di kebun. Dari hasil pemeriksaan didapatkan visus 3/60. Didapatkan adanya mix injeksi pada konjungtiva, pada kornea terdapat infiltrat keputihan dengan fluorosense test (+), Bilik mata depan dalam dan didapatkan adanya hipopion. Diagnosis yang tepat untuk kasus diatas adalah?","","Ulkus kornea sentral","Ulkus kornea perifer","Keratitis Jamur","Keratitis Bakteri","Erosi Kornea","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Herpes Zooster Ophthalmica","pmb","Seorang pasien laki-laki berusia 25 tahun datang ke puskesmas dengan keluhan mata merah sejak 5 hari yang lalu, keluhan disertai dengan mata nyeri, silau dan kabur. pada pemeriksaan fisik di dapatkan konjungtiva hiperemis, infiltrat kornea (+) berbentuk seperti ranting pohon, tes sensibilitas kornea menurun. Didapatkan juga adanya vesikel bergerombol di sekitar kelopak mata. Terapi yang tepat untuk kasus diatas adalah?","","Betamethason Topikal 6 x 1","Levofloxacin Topikal 6 x 1","Acyclovir Tetes Mata 6 x 1","Ciprofloxacin 2 x 200mg p.o","Acyclovir 5 x 800mg p.o.","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","EROSI KORNEA","pmb","Seorang laki-laki 25 tahun datang ke poliklinik dengan keluhan mata sebelah kanan terasa mengganjal. Sebelumnya 1 jam yang lalu pasien berkendara tanpa menggunakan helm kemudian kelilipan debu dan dikucek. Pada pemeriksaan didapatkan lakrimasi (+), defek pada kornea (+), tes fluoresin (+) dan pandangan kabur (+). Diagnosa pasien tersebut adalah?","","Erosi kornea","Keratitis","Konjungtivitis","Skleritis","Dry eyes syndrome","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Punctat Epithelial Erosion/Keratitis","pmb","Seorang pasien laki-laki berusia 50 tahun datang dengan keluhan mata mengganjal, merah dan nyeri pada kedua matanya sejak 5 hari yang lalu. Keluhan disertai mata berair dan silau serta sulit membuka mata. Pasien merupakan penderita glaukoma kronis dan telah diterapi menggunakan tetes mata beta bloker sejak 5 tahun yang lalu. Efek samping yang dapat ditimbulkan oleh penggunaan obat tersebut secara jangka panjang adalah?","","Keratitis Filamentosa","Keratitis Numularis","Keratitis Punctata","Keratitis Dendritik","Keratitis Steroid Induced","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Keratitis","pmb","Seorang pasien Laki-laki berusia 27 tahun datang ke puskesmas dengan keluhan mata merah, nyeri, dan kabur sejak 1 minggu yang lalu. Keluhan disertai dengan mata berair dan silau bila terkena cahaya serta sulit untuk membuka mata. Riwayat penyakit sistemik, trauma, dan penggunaan obat sebelumnya di sangkal. Riwayat penggunaan lensa kontak (+). Pada pemeriksaan oftamologi didapatkan mix injeksi. Pemeriksaan lanjutan untuk dapat menunjang diagnosa adalah?","","Epinefrin Test","Fluorosense Test","Rose Bengal Test","Schirmer Test","Siedl Test","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Xeroftalmia grade X2","pmb","Seorang anak laki-laki berusia 5 tahun datang diantar oleh orang tuanya ke puskesmas karena penurunan penglihatan sejak seminggu terakhir terutama saat sore hari. Dari pemeriksaan didapatkan kornea keruh dan terdapat bercak bitot. Tatalaksana yang tepat?","","Vitamin A 100.000 IU hari pertama","Vitamin A 200.000 IU hari pertama","Vitamin A 50.000 IU hari pertama,kedua dan ke-15","Vitamin A 100.000 IU hari pertama,kedua dan ke-15","Vitamin A 200.000 IU hari pertama,kedua dan ke-15","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Pterigium","pmb","Seorang laki-laki datang ke puskesmas dengan keluhan ada yang mengganjal pada mata kanan nya sejak 1 bulan terakhir. Riwayat pasien bekerja sebagai nelayan. Pada pemeriksaan fisik didapatkan jaringan konjungtiva yang tumbuh melewati kornea 3 mm. Tidak ada penurunan tajam penglihatan. Apakah diagnosis kasus ini?","","Pterigium grade I","Pterigium grade II","Pterigium grade III","Pterigyum grade IV","Pseudopterigyum","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Pterigyum grade III","pmb","Seorang laki-laki berusia 55 tahun datang ke rumah sakit dengan keluhan mata kanan merah hilang timbul sejak 6 bulan yang lalu. Keluhan disertai dengan adanya gambaran daging tumbuh yang semakin lama semakin menutupi mata. Dari pemeriksaan didapatkan adanya gambaran jaringan fibrovaskular berbentuk segitiga dengan puncak di tepi pupil. Etiologi terjadinya penyakit tersebut adalah","","Inflamasi Kronis akibat radiasi sinar UV","Mutasi Genetik","Perubahan struktur DNA","Virus","Perubahan struktur epitel konjungtiva","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Laserasi Palpebra","pmb","Seorang laki-laki datang ke IGD dengan keluhan kelopak mata berdarah setelah mengalami KLL. Pada pemeriksaan fisik VOD/S 6/6 dan ditemukan luka robek pada palpebra. Penanganan awal yang tepat adalah ?","","Menjahit luka","Debridement dan pemberian anti tetanus","Rujuk spesialis","Observasi","Beri Antibiotik","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Suspek Trauma Perforans","pmb","Seorang pasien Laki-laki berusia 50 tahun datang ke puskesmas dengan keluhan mata kanan berdarah, nyeri, dan kabur sejak 1 jam yang lalu. Keluhan dirasakan setelah mata kanannya terkena kawat duri. Pada pemeriksaan oftamologi didapatkan visus 1/60,mix injeksi, sch (+), TIO n-1/p. Pemeriksaan lanjutan untuk memastikan diagnosa adalah?","","Epinefrin Test","Fluorosense Test","Rose Bengal Test","Schirmer Test","Siedl Test","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Corpus Alienum Konjungtiva","pmb","Seorang laki-laki berusia 20 tahun datang dengan riwayat kelilipan saat mengendarai kendaraan bermotor. Pasien merasa mengganjal terutama ketika berkedip. Pada pemeriksaan ditemukan benda asing berwarna kehitaman pada konjungtiva palpebra. Tatalaksana yang tepat?","","Artificial Tears","Irigasi dengan RL","Ekstraksi benda asing dengan spuit 1cc","Ekstraksi benda asing dengan cotton bud","Rujuk Sp.M","D"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Benda Asing Konjungtiva (4A)","pmb","Seorang laki-laki berusia 25 tahun datang dengan keluhan penglihatan buram dan silau sejak 6 jam yang lalu. Pasien merupakan tukang las besi. Pada pemeriksaan fisik didapatkan serbuk gerinda pada kornea 2 mm dari tepi limbus. Tatalaksana yang tepat?","","Tetes mata analgetik dan ambil dengan spuit 1 cc","Tetes mata analgetik dan ambil dengan cotton bud aplikator serta antibiotik tetes","Tetes mata analgetik serta antibiotik tetes","Tetes mata analgetik dan ambil dengan jarum 25G","Rujuk","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Episklera & Sklera","pmb","Perempuan berusia 28 tahun mengeluh mata merah sejak 3 hari yang lalu. Tidak berair dan tidak gatal. Kadang terasa pegal dan lelah. Terdapat riwayat alergi. Visi Oculi Dextra Sinistra 6/6, terdapat nodul kemerahan dekat limbus. Injeksi konjungtiva negatif, injeksi siliar positif, kornea jernih. Apakah diagnosis yang tepat?","","Skleritis","Pterigium iritasi","Pinguekula","Episkleritis nodosa","Episkleritis diffusa","D"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Skleritis","pmb","Seorang laki-laki berusia 48 tahun datang dengan keluhan mata merah dan nyeri menjalar sejak 3 hari yang lalu. Pasien juga mengeluh nyeri pada persendiannya. Dari pemeriksaan didapatkan adanya gambaran benjolan berwarna merah keunguan pada kuadran superior. Tatalaksana yang tepat untuk kasus tersebut adalah?","","Prednisolon Asetat","Acetazolamide","Artificial Tears","Natamycin","Clindamycin","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Episklera & Sklera","pmb","Seorang perempuan berusia 38 tahun datang dengan keluhan mata kiri merah dan nyeri disertai dengan adanya benjolan kehitaman. Pasien didiagnosis Leukemia sebelumnya dan sedang menjalani kemoterapi. Diagnosis?","","Episkleritis Diffusa","Episkleritis Nodular","Skleritis Diffusa","Skleritis Nodular","Skleritis Nekrotikan","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","< 1/3 COA, Hifema (4A)","pmb","Seorang anak laki-laki berusia 12 tahun datang dengan keluhan nyeri pada matanya setelah terkena shuttlecock beberapa jam sebelumnya. Keluhan disertai penurunan penglihatan dan nyeri. Tampak darah pada bilik mata depan dan kornea edema. Diagnosis?","","Hifema grade 1","Hifema grade 2","Hifema grade 3","Hifema grade 4","Hifema grade 5","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","hifema","pmb","Seorang laki-laki berusia 18 tahun datang ke Unit Gawat Darurat dengan keluhan nyeri dan kabur pada mata kanannya setelah terkena shuttlecock saat bermain bulu tangkis 2 jam yang lalu. Dari pemeriksaan didapatkan adanya gambaran darah yang mengisi setengah Camera Oculi Anterior. Kemungkinan komplikasi yang terjadi adalah?","","Katarak","Glaukoma","Perdarahan vitreus","Hifema","Perdarahan iris","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Uveitis Anterior/Iridosiklitis","pmb","Seorang perempuan berusia 55 tahun datang dengan keluhan mata kanan merah sejak 1 minggu yang lalu. Keluhan disertai dengan nyeri, silau, dan kabur. Pemeriksaan didapatkan Visi Oculi Dextra 6/20, injeksi campuran, terdapat sel radang pada bilik mata depan, keratic presipitat positif, hipopion positif, pupil tidak bulat, dan tampak iris yang melekat pada lensa. Pasien juga mengeluh sering mengalami nyeri pada persendiannya. Diagnosis?","","Uveitis posterior","Iridosiklitis","Vitritis","Korioretinitis","Panuveitis","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","ENDOFTALMITIS (2), PANOFTALMITIS (2)","pmb","Seorang laki-laki berusia 50 tahun datang dengan keluhan mata kiri merah dan nyeri mendadak sejak 1 hari yang lalu. Keluhan disertai juga dengan pandangan kabur mendadak. Dari hasil pemeriksaan didapatkan visus 1/300, injeksi campuran, edema kornea, pupil midriasis, hipopion positif mengisi seperempat Camera Oculi Anterior. Tidak didapatkan hambatan gerak bola mata. Tekanan Intraokular 20 mmHg. Funduskopi tidak dapat dievaluasi. Pasien memiliki riwayat diabetes dan hipertensi namun tidak rutin minum obat. Saat ini pasien datang dengan kondisi lemah, demam, dan palpitasi. Pemeriksaan laboratorium didapatkan leukositosis. Diagnosa yang tepat untuk mata kiri pasien adalah?","","Sepsis","Endoftalmitis endogen","Endoftalmitis eksogen","Panoftalmitis","Glaukoma akut","B"
