"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","Grading Penyakit Arteri Perifer (PAD)","pmb","Laki-laki 65 tahun datang ke Puskesmas dengan keluhan nyeri kaki sebelah kanan terus menerus sejak 3 hari. Nyeri awalnya dirasakan hilang timbul sejak 2 bulan terakhir dan mereda saat pasien istirahat. Pasien memiliki riwayat DM. Tanda vital dalam batas normal. Dari pemeriksaan fisik didapatkan tungkai kanan kehitaman mulai pergelangan kaki serta didapatkan lesi ulseratif digiti I dan II pedis dekstra, pulsasi arteri dorsalis pedis dekstra sulit diraba. Diagnosis yang tepat pada pasien ini adalah?","","Trombosis arteri akut","Trombosis vena akut","Insufisiensi vena kronik","Critical limb ischemia","Buerger disease","D"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Seorang perempuan usia 40 tahun datang ke puskesmas dengan keluhan batuk sejak 3 minggu yang lalu. Batuk disertai mudah lelah, penurunan berat badan, dan meriang saat malam hari. BMI pasien 17 kg/mm3. Dari hasil pemeriksaan fisik didapatkan TD 130/80 mmHg, RR 24x/menit Nadi 90x/menit suhu 37,1°C. Dari auskuktasi didapatkan suara vesikuler pada kedua paru. Hasil foto thorak didapatkan bercak retikulogranuler yang tersebar difus di kedua lapang paru. Apakah diagnosis yang tepat pada kasus tersebut?","","PPOK","TB milier","Bronkhitis kronis","Brokhiolitis","Pneumokoniosis","B"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Seorang laki-laki 55 tahun datang dengan keluhan sesak dan kedua kaki bengkak. Pasien mengeluh sesak nafas kurang lebih sejak 5 tahun ini. Dari pemeriksaan fisik didapatkan barrel chest, perkusi hipersonor, dan wheezing minimal. Kemudian juga ditemukan kardiomegali dan pitting edema tungkai bilateral. Dari hasil EKG didapatkan gelombang P di lead II > 2,5 mm. Diagnosis yang paling tepat pada pasien ini adalah?","","Cor Pulmonale akut","Cor Pulmonale kronik decompensata","Gagal jantung kiri","Gagal jantung kanan","PPOK eksaserbasi akut","B"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Laki-laki 66 tahun mengeluhkan sesak napas sejak 4 minggu yang lalu. Batuk terkadang juga dirasakan. Pasien juga mengeluhkan lengan kirinya yang terasa bengkak dan kebas. Keluhan ini disertai juga dengan penurunan nafsu makan dan berat badan 3 bulan ini. Riwayat pasien merupakan perokok aktif sejak kelas 1 SMP. Dari pemeriksaaan tanda vital TD 140/80 mmHg, Nadi 90 x/m, RR 30x/menit. Konjungtiva anemis, JVP 5 + 1 cmH2O. Diagnosis yang paling mungkin pada kasus ini adalah?","","Karsinoma Nasofaring","TB paru","Tumor paru","Tumor mediastinum","Tumor esofagus","D"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","TB paru","pmb","Laki-laki usia 46 tahun datang ke poli paru dengan keluhan batuk berdahak disertai darah sejak 2 bulan lalu, badan sering demam tanpa sebab dan berat badan menurun dalam 2 bulan ini. Sudah periksa dan berobat di puskesmas namun belum membaik. Dokter berencana melakukan biakan pada dahak pasien. Media yang tepat digunakan oleh dokter adalah?","","Agar darah","Agar McConkey","Agar Lowenstein Jensen","Agar eosin/methylen blue","Agar Ziehl-Neelsen","C"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","ST elevasi lead II, III, aVF","pmb","Seorang laki-laki usia 60 tahun datang ke IGD dengan keluhan nyeri dada kiri menjalar sampai leher sejak 3 jam yang lalu. Dari pemeriksaan fisik TD 140/90 mmHg, Nadi 100 x/m, RR 20 x/m. EKG menunjukkan gambaran sebagai berikut.
Pembuluh darah manakah yang menyebabkan keluhan pada kasus di atas?","","Right Coronary Artery","Left Anterior Descending Artery","Pulmonary Artery","Left Main Artery","Circumflex Artery","A"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","HF > HHD, Hypertensive Heart Disease","pmb","Seorang laki-laki usia 56 tahun datang ke poliklinik dengan keluhan dada terasa tidak nyaman dan mudah lelah. Pasien diketahui memiliki riwayat hipertensi sejak 10 tahun namun jarang kontrol. Dari pemeriksaan fisik TD 160/90 mmHg, Nadi 85 x/m, RR 20x/m. Dokter berencana melakukan pemeriksaan rekam jantung. Apakah gambaran EKG yang paling mungkin ditemukan pada pasien tersebut? A. T inversi lead II, III, aVF","","T inversi lead II, III, aVF","Gelombang R di lead V6 >27 mm","P tinggi dan lancip lead II","Rasio R/S lead V5-V6 <1","S dalam di V5-V6","B"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","HT + CKD","pmb","Seorang perempuan usia 65 tahun, datang dengan keluhan lemas. Pasien juga mengeluhkan kencing sedikit dan kadang bengkak di kedua kaki. Pasien riwayat menderita diabetes melitus dan hipertensi sejak 10 tahun. Pada pemeriksaan fisik TD 170/90 mmHg, nadi 90 kali/menit, RR 18 kali/menit. Didapatkan edema pitting tungkai, kadar gula darah 110 mg/dL, Hb 9,2 g/dL, BUN 68 mg/dL, dan Serum Kreatinin 2,7 mg/dL. Obat yang paling sesuai diberikan pada pasien adalah ?","","ACE Inhibitor, Spironolakton","ACE Inhibitor, Furosemide","ACE Inhibitor, Hidroklorothiazid","Calcium channel blocker, Furosemide","Calcium channel blocker, Spironolakton","B"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Perempuan 40 tahun datang ke poli umum dengan keluhan batuk sejak 1 minggu. Batuk saat ini masih belum mengeluarkan dahak, disertai keluhan muncul benjolan di bagian bawah rahang dan leher. Keluhan demam disangkal oleh pasien. Sejak 1 bulan terakhir pasien berobat penyakit darah tinggi dengan mengkonsumsi captopril dan HCT. Penyebab timbulnya keluhan pada pasien tersebut adalah ?","","Penurunan Angiotensinogen","Peningkatan Bradikinin","Inhibisi Renin","Menurunnya Prostaglandin","Meningkatnya Histamin","B"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Seorang laki-laki 65 tahun datang ke IGD RS dengan keluhan lemas. Pasien memiliki riwayat diabetes yang rutin berobat dengan anti diabetik oral. Saat ini sedang pengobatan TB paru bulan kedua. TD 100/70 mmHg, Nadi 110 x/m, RR 22 x/m. GDA 625 mg/dL. Obat apakah yang kemungkinan menyebabkan kondisi pada pada pasien tersebut?","","INH","Etambutol","Rifampicin","Streptomycin","Pirazinamid","C"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Laki-laki usia 60 tahun datang ke IGD dengan keluhan dada terasa berdebar sejak 1 hari yang lalu. Pasien memiliki riwayat stroke 5 tahun yang lalu dengan kelemahan anggota gerak kiri. Tanda vital TD 140/80 mmHg, Nadi 150x/m ireguler, RR 18x/m. Gambaran EKG terdapat fibrilasi atrium. Dokter berencana memberikan obat pada pasien untuk menurunkan resiko stroke. Obat yang tepat diberikan pada pasien adalah?","","Heparin","Rivaroxaban","Aspirin","Clopidogrel","Streptokinase","B"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","Pheumonia","pmb","Seorang laki-laki usia 40 tahun datang dengan keluhan demam, batuk, dan sesak napas sejak 5 hari. Dahak berwarna kehijauan dan kadang disertai darah. Pasien tidak memiliki riwayat HT maupun DM. Pada pemeriksaan tanda vital TD 140/80 mmHg, Nadi 100 kali/menit, RR 28 kali/menit suhu 38,8°C. Perkusi paru redup dan rhonki kasar di lapang paru kanan. Didapatkan infiltrat di basal paru kanan. Apakah tatalaksana yang tepat?","","Azithromycin","Levofloxacin","Moxifloxacin","Amoxicillin-Clavulanat","Cefixime","A"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Perempuan 25 tahun datang ke poliklinik dengan keluhan nyeri di tungkai kiri sejak 1 bulan terakhir. Nyeri terutama dirasakan saat pasien sedang bekerja di kantor. Diketahui pasien bekerja di ruangan ber-AC. Tanda vital dalam batas normal. Dari pemeriksaan fisik pulsasi arteri dorsalis pedis normal. Diagnosis yang tepat pada pasien ini adalah?","","PAD","DVT","Insufisiensi vena kronik","Raynaud disease","Buerger disease","D"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Seorang laki-laki usia 32 tahun datang ke Puskesmas dengan keluhan utama sesak. Sesak terutama dirasakan saat dini hari selama 1 bulan terakhir. Pasien mengaku memiliki riwayat asma sejak kecil namun sudah jarang kambuh. Dalam minggu ini pasien sudah 4 kali mengalami sesak nafas. Tanda vital normal. Apakah diagnosis pasien di atas?","","Asma serangan ringan","Asma serangan sedang","Asma episode intermiten","Asma episode persisten ringan","Asma episode persisten berat","D"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Laki-laki 60 tahun datang ke IGD dengan keluhan nyeri dada kiri menjalar ke rahang dan leher sejak 6 jam yang lalu. Pasien memiliki riwayat diabetes dan merokok sejak muda. Dari pemeriksaan fisik didapatkan kesadaran compos mentis, TD 100/60 mmHg, Nadi 100 x/m, RR 22 x/m, Saturasi O2 92%. Pada pemeriksaan EKG didapatkan gambaran ST depresi di lead III dan aVF. Diagnosis yang tepat pada kasus ini adalah?","","NSTEMI","STEMI","Angina tidak stabil","Angina stabil","SKA","E"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","STEMI Anteroseptal","pmb","Perempuan usia 55 tahun datang ke IGD RS dengan keluhan nyeri dada kiri menjalar ke punggung dan pundak sejak 3 jam yang lalu. Pasien memiliki riwayat diabetes dan hipertensi namun jarang kontrol. Dari pemeriksaan fisik didapatkan kesadaran compos mentis, TD 110/70 mmHg, Nadi 65 x/m, RR 18 x/m. Pada pemeriksaan EKG didapatkan gambaran ST elevasi sadapan V1 sampai V4. Diagnosis yang tepat pada kasus ini adalah?","","IMA","SKA","NSTEMI","Angina Prinzmetal","Angina pektoris stabil","A"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Seorang laki-laki 40 tahun datang ke puskesmas dengan keluhan sesak nafas dan batuk dengan dahak berwarna kecokelatan dan berbuih sejak 1 minggu. Pasien juga mengeluh demam. Pasien memilki riwayat penyakit paru dan riwayat merokok sejak usia SD. Dari pemeriksaan tanda vital TD 110/70 mmHg, Nadi 100x/menit, RR 26x/menit. Ditemukan rhonki dan wheezing pada auskultasi paru. Hasil foto rontgen dada menunjukkan gambaran seperti sarang lebah pada paracardial paru kanan dan kiri. Apakah diagnosis pasien tersebut?","","Bronchiectasis","Bronchitis","TB kambuh","Pneumonia","Emfisema","A"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Seorang laki-laki 40 tahun datang ke Puskesmas dengan keluhan kedua betis nyeri sejak 3 bulan. Nyeri dirasakan memberat terutama sepulang bekerja. Pasien diketahui bekerja sebagai petugas keamanan sebuah bank. Dari pemeriksaan fisik regio cruris hiperpigmentasi, edema, dan pembuluh darah vena yang berkelok-kelok. Pulsasi teraba kuat. Apakah diagnosis pada pasien ini?","","Deep vein thrombosis","Acute arterial thrombosis","Chronic vein insufficiency","Peripheral arterial disease","Chronic limb ischemia","C"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Seorang laki-laki usia 40 tahun datang untuk kontrol penyakit hipertensi. Saat ini pasien mengeluhkan batuk kering. Hasil pemeriksaan TD 150/90 mmHg, Nadi 85 x/m, RR 18 x/m, Suhu afebris. Tidak didapatkan rhonki maupun wheezing. Obat antihipertensi apakah yang menyebabkan keluhan pada pasien?","","Amlodipin","Bisoprolol","Isosorbid Dinitrat","Captopril","Diltiazem","D"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","PAC / AES","pmb","Seorang laki-laki 57 tahun datang dengan keluhan dada berdebar-debar, tidak ada keluhan nyeri dada maupun sesak napas. Pemeriksaan tanda vital TD 140/95 mmHg, N 92 x/m, RR 20 x/m, Suhu 36,5 C. Riwayat hipertensi maupun penyakit lain disangkal. Pada pemeriksaan EKG didapatkan gambaran sebagai berikut. Apakah terapi yang tepat untuk kasus di atas?","","Amiodarone","Atropin","Bisoprolol","Digoxin","Epinephrine","C"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","Asma Bronkiale","pmb","Laki-laki 34 tahun datang ke poli dokter umum RS dengan keluhan sesak berbunyi yang dirasakan sejak 6 bulan yang lalu. Keluhan disertai batuk berdahak berwarna putih. Sesak dirasakan hilang timbul namun belakangan ini muncul tiap bulan. Ibu pasien memiliki riwayat yang sama. Pada pemeriksaan tanda vital normal, pemeriksaan fisik didapatkan wheezing +/+. Pemeriksaan penunjang yang tepat untuk pasien ini adalah?","","Spirometry","Hitung jenis leukosit","Skin prick test","AGD","Foto thoraks","A"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","Occupational Lung Disease","pmb","Seorang laki-laki 50 tahun yang bekerja sebagai pekerja tambang batu bara mengeluh batuk kering dan sesak napas 3 minggu, disertai nyeri dada dan demam. Batuk sebenarnya sudah dirasakan sejak 2 tahun terakhir. Kadang keluar dahak berwarna gelap. TD 130/80 mmHg, Nadi 100 x/m, RR 24 x/m, Suhu afebris. Pada pemeriksaan radiologi thoraks didapatkan gambaran fibrosis dan bercak reticonodular di kedua lapang paru. Kemungkinan diagnosis pada pasien ini adalah?","","Farmer’s Lung Disease","Silicosis","Bagassosis","Black Lung Disease","Asbestosis","D"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","Cor Pulmonale","pmb","Pasien laki-laki usia 60 datang ke IGD RS dengan keluhan sesak dan bengkak di kedua kaki. Sesak dirasakan memberat sejak 1 minggu terakhir padahal pasien tidak bekerja. Pasien memiliki riwayat merokok sejak usia muda. Hasil pemeriksaan tanda vital TD 150/90 mmHg, RR 26 x/m, Nadi 100 x/m, Suhu afebris. Dari pemeriksaan fisik didapatkan peningkatan tekanan vena jugularis, wheezing bilateral serta edema pitting di kedua tungkai. Kemungkinan gambaran yang ditemukan pada EKG pasien adalah","","Gambaran gelombang Q patologis sadapan V1-V3","Gambaran gelombang P > 2,5 mm","Gambaran ST Elevasi sadapan Lateral","Gambaran ST depresi dan T inversi sadapan Lateral","Gambaran gelombang S di V1/V2 + R di V5/V6 > 35 mm","B"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","HT > Heart Failure / HHD","pmb","Pasien laki-laki usia 60 datang ke poliklinik dengan keluhan mudah lelah. Pasien memiliki riwayat hipertensi sudah 15 tahun namun pasien tidak pernah kontrol. Pasien hanya minum obat herbal buatan sendiri. Hasil pemeriksaan tanda vital TD 170/90 mmHg, RR 20 x/m, Nadi 90 x/m, Suhu 36,5. Dari EKG didapatkan kesan pembesaran jantung. Tatalaksana yang tepat untuk pasien di atas adalah?","","Thiazid","ACE-Inhibitor","Loop diuretik","Beta bloker","Alfa bloker","B"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Seorang perempuan 55 tahun datang ke UGD dengan keluhan sesak nafas sejak 1 tahun. Sesak memberat bila pasien beraktivitas berat. Pasien sering terbangun saat tidur karena sesak dan tidur dengan 2 bantal. Pasien memiliki hipertensi sejak 10 tahun yang lalu. Pada pemeriksaan tanda vital ditemukan tekanan darah 150/90 mmHg, nadi 100x/menit, frekuensi napas 22 x/menit, suhu afebris. Pada pemeriksaan fisik tidak ditemukan tanda kongesti. Apakah tatalaksana yang tepat pada pasien di atas?","","ACE inhibitor dan nitrat","ACE inhibitor dan beta-blocker","Calcium channel blocker dan beta-blocker","Calcium channel blocker dan loop diuretic","Nitrat dan loop diuretic","B"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","HT + Diabetes","pmb","Seorang perempuan 70 tahun datang kontrol ke dokter dan tidak ada keluhan. Pasien memiliki riwayat hipertensi dan diabetes sejak 5 tahun yang lalu. Sudah minum obat hipertensi 1 jenis dan obat antidiabetes oral. Pada pemeriksaan fisik tekanan darah 170/90 mmHg, nadi 80x/menit, respirasi 16x/menit, suhu afebris. Target tekanan darah pasien diatas menurut JNC VIII adalah?","","<140/80 mmHg","<140/90 mmHg","<150/90 mmHg","<120/80 mmHg","<160/90 mmHg","B"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","Syok Kardiogenik","pmb","Seorang laki-laki usia 70 tahun dibawa ke IGD RS dengan keluhan penurunan kesadaran. Sebelumnya pasien diketahui mengeluh nyeri dada kiri yang tembus punggung dan menjalar ke lengan. Pada pemeriksaan fisik didapatkan kesadaran somnolen, TD 80/50 mmHg, Nadi 125 x/m, RR 32 x/m, Suhu afebris, Akral dingin. Terapi yang tepat untuk pasien adalah?","","Dopamin","Adrenalin","Dobutamin","Amiodarone","Nitrogliserin","A"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Seorang perempuan 24 tahun datang ke Puskesmas dengan keluhan batuk sejak 1 bulan disertai demam yang hilang timbul. Oleh dokter puskesmas pasien didiagnosis menderita TB paru. Pasien diketahui baru saja melahirkan 3 bulan yang lalu dan sedang menyusui. Tatalaksana yang tepat untuk pasien ini adalah?","","OAT dimulai dengan kategori 1","OAT dimulai dan ibu tidak diperbolehkan menyusui","OAT dimulai dengan dosis yang dikurangi","Tunda OAT hingga usia bayi 6 bulan","Tunda OAT hingga usia bayi 1 tahun","A"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","1st degree AV block, stabil","pmb","Seorang perempuan usia 80 tahun datang ke IGD dengan keluhan pusing berputar. Riwayat hipertensi dan diabetes disangkal. Dari pemeriksaan fisik didapatkan TD 110/60 mmHg, Nadi 55 x/m, RR 18 x/m. Dokter melakukan EKG dan menunjukkan hasil sebagai berikut. Tatalaksana yang dapat diberikan untuk pasien ini adalah?","","Sulfas Atropin IV","Amiodarone IV","Oksigenasi dan observasi","Manuver vagal","Norepinefrin IV","C"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","ST Elevasi sadapan I], III, aVF, V5-V6 (Infark Infero-lateral) ST depresi sadapan V1-V2","pmb","Seorang laki-laki usia 60 tahun datang dengan keluhan nyeri dada kiri menjalar ke rahang dan leher sejak 6 jam yang lalu. Pasien memilik riwayat diabetes dan merokok sejak muda. Dari pemeriksaan fisik didapatkan kesadaran compos mentis, TD 100/60 mmHg, Nadi 100 x/m, RR 22 x/m, Saturasi O2 92%. Pada pemeriksaan EKG didapatkan gambaran sebagai berikut. Diagnosis pada pasien ini adalah?","","STEMI Anterior","STEMI Anteroseptal","STEMI Inferior","STEMI Anterolateral","STEMI Inferolateral","E"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Seorang laki-laki 57 tahun datang ke IGD dengan keluhan sesak nafas. Sesak dirasakan sejak 1 hari terakhir. Sebelumnya pasien mengeluh batuk sejak 1 minggu dan sempat demam tinggi 5 hari yang lalu. Pasien memiliki riwayat perjalanan dinas ke Surabaya sebelum gejala muncul. TD 130/90 mmHg, Nadi 100 x/m, RR 28 x/m, suhu 38,5°C, saturasi O2 85%. Foto polos dada tampak gambaran infiltrate di perifer lapang paru kanan dan kiri. Berdasarkan data di atas, status klinis pasien tersebut adalah?","","Probable COVID-19","Possible COVID-19","Suspek COVID-19","Confirmed COVID-19","Discarded COVID-19","C"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","","pmb","Seorang laki-laki 50 tahun datang ke poliklinik RS untuk kontrol penyakit gagal jantung. Saat ini pasien merasa pegal dan lemas pada otot seluruh tubuh. Pasien selama ini mengonsumsi obat anti hipertensi dan obat gagal jantung yang membuat pasien sering kencing. Mekanisme yang menjadi penyebab keluhan pasien di atas adalah?","","Hipokalemia","Hiponatremia","Hipokalsemia","Hiperurisemia","Hiperkolesterolemia","A"
"Kedokteran","Cardiologi dan Pulmonologi","Cardiologi dan Pulmonologi","VF","pmb","Seorang laki-laki berusia 55 tahun diantar ke IGD RS oleh keluarganya dalam keadaan tidak sadar setelah mengeluh nyeri dada. Pada pemeriksaan fisik nadi tidak teraba dan frekuensi nafas apneustik. Pada monitor EKG tampak gambaran sebagai berikut. Apakah tindakan yang paling tepat dilakukan oleh dokter?","","Defibrilasi 200 Joule bifasik kemudian lakukan kompresi dada","Kompresi dada selama 2 menit kemudian defibrilasi 200 Joule monofasik","Intubasi trakhea, mulai kompresi dada dan berikan Epinefrin 1 mg intravena","Kompresi dada dan berikan Amiodaron 300 mg intravena","Evaluasi respons, buka jalan nafas, berikan ventilasi, mulai kompresi dada, dan berikan lidokain intravena","A"
