"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","ACTH ectopic","pmb","Perempuan 25 tahun datang ke poliklinik dengan keluhan muka sembab sejak 1 minggu yang lalu. Keluhan disertai dengan perut yang semakin membesar. Pada pemeriksaan fisik ditemukan moon face, buffalo hump, peningkatan BB. Pada pemeriksaan fisik ditemukan TD 150/90 mmHg, RR 20x/m , Nadi 90x/m, suhu 36,7 C. Ketika dilakukan tes supresi dexamethasone 8mg, didapatkan ACTH tinggi dan kortisol tinggi. Pasien memiliki riwayat batuk berdarah sejak 1 tahun yang lalu dan pada pemeriksaan rontgen thorax ditemukan massa pada lapang paru kanan. Apakah diagnosa yang tepat pada pasien ini?","","Cushing disease","Hiperkortisolism","Chusing sindrome","ACTH ectopic","Adison disease","E"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","Akarbose","pmb","Laki-laki usia 50 tahun dia sudah terdiagnosa DM, pasien di awal diberikan metformin, namun sudah putus obat sejak 5 tahun yang lalu. Pasien juga memiliki riwayat pernah pingsan setelah minum OAD. Pemeriksaan fisik didapatkan Tekanan darah 120/80 mmHg, RR 20x/menit, nadi 80x/menit, suhu 36,7 C. Pasien dilakukan pemeriksaan lab saat ini didapatkan GDP 90, GD2PP 280. Apakah terapi obat yang disarankan oleh pasien saat ini ?","","Metformin","Akarbose","Glimepiride","Glinid","Glibenklamide","B"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang perempuan, 48 tahun, datang berobat ke dokter karena sering buang air kecil di malam hari, sekitar 4-5x semalam (lancar dan banyak). Ia juga mengeluh mudah haus dan banyak minum. BB pasien diketahui menurun sekitar 4 kg dalam 3 bulan terakhir. Dari pemeriksaan fisik didapatkan TD 120/80, HR 84x/menit, RR 20x/menit, Tax 36, TB 165 cm, BB 80 kg. Dari hasil pemeriksaan darah didapatkan GDS 290 (saat pertama kali datang), kemudian GDP 180, GD2PP 320. Setelah menjalani gaya hidup sehat dan pengobatan dengan Metformin 3x500mg selama 3 bulan, pasien datang untuk kontrol dengan membawa hasil HbA1C 7.5%. Langkah Anda selanjutnya sebagai dokter adalah...","","Melanjutkan pengobatan","Mengurangi dosis metformin","Menambahkan satu jenis OAD","Memberikan insulin rapid acting","Intensifikasi insulin","C"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","Diabetes insipidus nefrogenik","pmb","Seorang laki-laki usia 30 tahun datang ke poliklinik interna dengan keluhan lemas. Pasien mengatakan selalu ingin kencing bahkan dalam 1 hari pasien kencing lebih dari 10 kali. Pasien juga mengatakan selalu merasa haus. Perasaan seperti lapar atau penurunan BB disangkal oleh pasien. Pada pemeriksaan fisik didapatkan TD 90/60 mmHtg, RR 20x/menit. Nadi 80x/menit suhu 36,2 C. Pada pemeriksaan osmol urin 160 mOsm/L dan dilakukan deprivasi didapatkan osm urin 220 mOsm/L. Kemudia setelah diberika vasopressin didapatkan urin osm 280 mOsm/L. Pada pemeriksaan laboratorium didapatkan WBC 6700, Hb 12 g/dl, PLT 280 creatinin 2. apakah diagnosa yang tepat pada pasien tersebut?","","Diabetes insipidus central","DM tipe 2","Diabetes insipidus nefrogenik","Inkotinensia uri","Polidipsia psikogenik","C"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","Hipoglikemia","pmb","Seorang wanita usia 54 tahun datang dengan keluhan lemas sejak 2 minggu. Keluhan disertai dengan keringat dingin, berdebar, pandangan kabur. Pasien didiagnosis DM sejak 1 tahun yang lalu dan rutin mengonsumsi obat, namun akhir- akhir ini pasien jarang makan. Dari pemeriksaan fisik didapatkan GCS 456, TD 120/80, HR 90x/menit, RR 18x/menit, Tax 36. Dari pemeriksaan laboratorium didapatkan GDS 65 mg/dL. Terapi yang tepat untuk pasien adalah...","","D40% 2 flakon","D20% 2 flakon","D40% 1 flakon","Larutan 3 sendok gula","GHS","D"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","Hiperparatiroid primer, paling sering disebabkan oleh adenoma","pmb","Pasien laki-laki usia 54 tahun datang ke poliklinik dengan keluhan lemas dan sering buang air kecil. Pasien mempunyai riwayat operasi batu ginjal pada usia 40 tahun. Tidak ada keluhan serupa pada keluarganya. Pada pemeriksaan fisik tidak ditemukan kelainan. Pasien dikatakan terdapat penurunan berat badan. Pada pemeriksaan fisik tidak ditemukan kelainan. Pada pemeriksaan laboratorium didapatkan peningkatan calcium darah dan peningkatan PTH. Tidak ditemukan kelainan laboratorium lain. Apakah diagnosa yang paling mungkin pada kasus di atas?","","Hipoparatiroid, paling sering disebabkan oleh defisiensi vitamin D","Pseudohipoparatiroid, paling sering disebabkan oleh keganasan","Hiperparatiroid primer, paling sering disebabkan oleh adenoma","Hiperparatiroid primer, paling sering disebabkan oleh autoimun","Hipoparatiroid, paling sering disebabkan oleh gagal ginjal kronis","C"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Laki-laki 20 tahun datang ke UGD dengan keluhan tidak sadarkan diri. Sebelumnya pasien demam dan batuk sejak 1 minggu. Dari pemeriksaan fisik didapatkan kesadaran stupor, TTV TD 100/60 mmhg, RR 28x/menit, HR 110x/menit Tax 38C. Dari hasil lab didapatkan GDS 350 mg/dl, keton(+), osmolaritas 270. Dari hasil pemeriksaan Analisa gas darah pH 7, bicarbonate 8. Diagnosis pasien saat ini adalah?","","KAD ringan","KAD sedang","KAD berat","HHS ringan","Mixed KAD HHS","C"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Wanita 50 tahun datang ke UGD dengan keluhan terdapat luka di kaki kiri. Luka sudah 1 bulan ini tidak pernah sembuh. Pasien terdiagnosis DM dan mengkonsumsi Metformin 3x500 mg sejak 5 tahun lalu. Dari pemeriksaan fisik didapatkan kesadaran CM, TTV TD 120/80 mmhg, RR 20x/menit, HR 90x/menit Tax 37.4C. Status lokalis kaki kiri : ulkus di regio digiti I-II pedis sinistra ukuran 3x3 cm merah kehitaman. Dari hasil lab didapatkan GDS 250 mg/dl, HbA1c 10. Apakah tatalaksana yang tepat dilakukan?","","Rawat luka, antibiotic, metformin stop","Rawat luka, antibiotik, metformin dilanjutkan","Rawat luka, antibiotik, OAD diganti insulin","Rawat luka, antibiotik, metformin dikombinasi SU","Rawat luka, antibiotik, metformin diganti SU","C"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang perempuan usia 50 tahun datang ke tempat praktek dokter untuk cek Kesehatan. Pasien selama ini hobi mengonsumsi makanan manis dan berlemak. Dari pemeriksaan fisik didapatkan TD 160/100, HR 80x/menit, RR 20x/menit, Tax 36.5 C, BB : 85 kg, TB : 150 cm, LP : 120cm. Hasil pemeriksaan lab GDP: 220 mg/dl, Kolesterol total 300 mg/dl, HDL 30 mg/dl. Diagnosis pasien tersebut adalah?","","DM Tipe 2","DM Tipe 2 + HT","DM Tipe 2 + Dislipidemia","Sindrom metabolik","DM + HT + Dislipidemia","D"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang wanita usia 62 tahun datang ke Poliklinik RS Sumbermakmur dengan keluhan sulit menelan sejak 2 mingu ini.Keluhan ini muncul semenjak benjolan dileher yang semakin membesar sejak 3 bulan ini tanpa disertai nyeri. Keluhan sering merasa dada berdebar-debar, kedua tangan gemetar dan berkeringat banyak disangkal. Berat badan turun 4 kg dalam 1 bulan terakhir. Dari pemeriksaan fisik didapatkan TD 120/90, HR 110x/menit, RR 20x/menit, Tax 37.2 C. Eksoftalmus (-), benjolan pada leher bagian depan sebesar kepalan tangan, ikut bergerak saat menelan, permukaan berbenjol benjol dan konsistensi keras. Diagnosis paling tepat pada pasien adalah ?","","Graves disease","Thyroiditis akut","Hashimoto thyroiditis","Goiter","Ca thyroid","E"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang wanita usia 62 tahun datang ke Puskesmas Pagar dengan keluhan nyeri pada tulang panggul yang dirasakan sejak 3 hari yang lalu. Pasien sehari hari hanya makan nasi dan kecap saja. Terdapat Riwayat operasi pengangkatan massa tiroid 1 tahun yang lalu. Dari pemeriksaan fisik didapatkan TD 120/80, HR 110x/menit, RR 20x/menit, Tax 37C. Terdapat fleksi pada tangan saat dilakukan pemeriksaan tekanan darah. Penyebab kondisi diatas adalah…","","Hipokalemi","Hiponatremi","Hipokalsemi","Hiperkalemi","Hiperkalsemi","C"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang laki-laki usia 40 tahun datang ke IGD dengan keluhan wajah bengkak sejak 3 hari SMRS. Pasien sejak 2 tahun rutin minum jamu pegal linu untuk mengurangi nyeri lututnya. Dari pemeriksaan fisik didapatkan TD 160/90, HR 80x/menit, RR 20x/menit, Tax 36.5 C. Moon face (+) buffalo hump (+). Mekanisme yang menyebabkan kondisi pada pasien adalah ?","","Hiperkortisol sekunder","Hiperkortisol primer","Hipokortisol primer","Hipokortisol sekunder","Hipotiroid primer","B"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","Steroid withdrawal","pmb","Seorang perempuan usia 45 tahun datang ke IGD dengan keluhan mual, muntah, demam tinggi, dan disertai nyeri perut sejak 3 jam SMRS. Sebelumnya pasien pernah mengeluh lemas dan tidak nafsu makan. Penurunan berat badan disangkal. Dari pemeriksaan fisik didapatkan TD 90/60, HR 80x/menit, RR 20x/menit, Tax 38.5 C. Pasien memiliki riwayat konsumsi jamu pegal linu secara rutin, namun beberapa hari ini warung yang menjual jamu tersebut tutup. Kemungkinan pemeriksaan laboratorium yang didapatkan adalah…","","Cushing syndrome","Cushing disease","Insufisiensi adrenal primer","Insufisiensi adrenal sekunder","Addison disease","D"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","Steroid withdrawal","pmb","Seorang perempuan usia 45 tahun datang ke IGD dengan keluhan mual, muntah, demam tinggi, dan disertai nyeri perut sejak 3 jam SMRS. Sebelumnya pasien pernah mengeluh lemas dan tidak nafsu makan. Penurunan berat badan disangkal. Dari pemeriksaan fisik didapatkan TD 90/60, HR 80x/menit, RR 20x/menit, Tax 38.5 C. Pasien memiliki riwayat konsumsi jamu pegal linu secara rutin, namun beberapa hari ini warung yang menjual jamu tersebut tutup. Kemungkinan pemeriksaan laboratorium yang didapatkan adalah…","","ACTH turun, kortisol turun, Hipoglikemi","ACTH naik, kortisol naik, Hiperglikemi","Kortisol turun, ACTH naik, Hiperglikemi","Kortisol turun, ACTH naik, Hipoglikemi","ACTH turun, kortisol naik, Hiperglikemi","D"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang perempuan 35 tahun datang ke dokter dengan keluhan berdebar debar sejak 1 minggu yang lalu. Berat badan dirasa turun drastis padahal banyak makan. Dari hasil pemeriksaan fisik TD 120/80 mmHg, nadi 120x/menit, RR 20x/menit suhu afebris. Terdapat benjolan difus di leher bergerak saat menelan, benjolan terasa nyeri. Dari hasil pemeriksaan laboratorium didapatkan lekositosis dengan limfosit dominan. Apakah kemungkinan diagnosa pada kasus di atas?","","Goiter endemis","Tiroiditis de Quervain","Tiroiditis Hashimoto","Grave disease","Tiroiditis akut supuratif","C"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","Kemungkinan diabetic nefropati stage 1","pmb","Laki-laki usia 50 tahun datang ke poliklinik interna untuk kontrol rutin. Pasien memiliki riwayat DM sejak 10 tahun yang lalu dan tidak rutin minum obat. Pada pemeriksaan tanda vital didapatkan TD 180/90, nadi 80x/m, RR 20x/m, suhu 36C. Pada pemeriksaan lab ditemukan hasil HbA1c 8,5% dengan serum creatinin 0,8 (eGFR= 175 ml/min/1,73m2). Pemeriksaan urinalisis didapatkan proteinuria positif 2. apakah komplikasi pada kasus di atas?","","Belum terjadi nefropati diabetes","Kemungkinan diabetic nefropati stage 1","Kemungkinan diabetic nefropati stage 3","Kemungkinan diabetic nefropati stage 5","CKD stage 2","B"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang laki-laki berusia 45 tahun datang ke UGD dengan keluhan tidak bisa kencing sejak 6 jam yang lalu. Keluhan disertai nyeri pada perut bawah. Diketahui pasien sudah menjalani operasi prostat akibat BPH setahun yang lalu. Pasien juga memiliki riwayat nyeri kolik menjalar hingga selangkangan. Pasien bekerja sebagai sopir truk, sering sekali konsumsi minuman jenis jamu herbal untuk pegel linu hingga sekarang. Pasien juga memiliki riwayat tulang mulai membungkuk atau kifosis. Pada pemeriksaan fisik didapatkan sakit sedang, GCS 456, pemeriksaan kepala/leher dalam batas normal, jantung/paru dalam batas normal. Pada pemeriksaan tanda vital TD 150/90 mmHg, nadi 80x/menit, RR 20x/menit, suhu 36C. Pada pemeriksaan lab ditemukan Hb 13,5 g/dL, HCT 43%, ureum 60 mg/dL dan creatinin 2,4. USG ginjal ditemukan hidronefrosis. Apakah diagnosa yang tepat pada pasien ?","","AKI pre renal e.c hipertensi lama","AKI post renal e.c batu calcium","AKI post renal e.c tumor","CKD","AKI","B"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Laki-laki 17 tahun datang dengan keluhan kencing berwarna coklat sejak 3 hari yang lalu. Sebelumnya tidak ada riwayat trauma. Terdapat demam dan nyeri tenggorokan 2 minggu yang lalu dan sembuh sendiri tanpa diobati. Pemeriksaan didapatkan TD 140/90 mmHg, N 80x, RR 20x, ditemukan edema periorbital. Pada pemeriksaan penunjang BJ urin 1.035, darah +3, protein +2, Eritrosit (+). Proses yang mendasari edema pada kasus ini adalah…","","Kompleks imun antigen antibody","Hipoalbuminemia karena proteinuria","Retensi air dan Na+ karena GFR turun","Terdapatnya eritrosit pada urin","Penurunan tekanan onkotik karena proteinuria","C"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Perempuan 14 tahun datang ke poliklinik dengan keluhan bengkak pada kelopak mata sejak 2 hari yang lalu. Sebelumnya pasien juga pernah mengalami keluhan bengkak 1 bulan yang lalu kemudian sembuh sendiri. Keluhan demam, nyeri tenggorokan, kencing kemerahan disangkal. Pada pemeriksaan laboratorium didapatkan proteinuria (4+) kreatinin 5, ureum 102, kolesterol 250mg/dl. Diagnosis pada kasus ini adalah ?","","Sindrom Nefritik","GNAPS","AKI","Sindrom Nefrotik","RPGN","D"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang anak laki laki 10 tahun datang dengan keluhan kencing warna merah sejak 2 hari yang lalu. Keluhan disertai nyeri kepala dan muntah. Terdapat Riwayat sakit batuk dan pilek sekitar 2 mingu yang lalu.. Pada pemeriksaan fisik didapatkan TD 140/90, HR 80x, RR 20x, T 36.7, edema palpebra (+) pitting edema ekstremitas (+). Pemeriksaan urinalisis didapatkan hematuria (+) proteinuria (+). Pemeriksaan lanjutan yang tepat untuk kasus ini adalah…","","Kultur urin","Urinalisis","ASTO","USG Abdomen","DL","C"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang laki-laki usia 60 tahun datang ke IGD rumah sakit dengan keluhan urin berwarna gelap dan tubuh terasa lemas. Dari hasil pemeriksaan fisik ditemukan peningkatan tekanan darah menjadi 190/120 mmHg, serta terdapat edema pada wajah dan kaki. Pemeriksaan laboratorium didapatkan proteinuria (++) dengan hematuria positif. Hasil pemeriksaan biokimia didapatkan Hb 12, kreatinin 25 mg/dL, ureum 380 mg/dL, albumin 3.5 g/dL. Apakah terapi yang dapat diberikan pada pasien ?","","Steroid intravena","Antibiotik dan cairan intravena","Albumin","Diuretik + calcium channel blocker","Diuretik + ACE inhibitor","D"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang wanita usia 50 tahu datang ke poliklinik dengan keluhan buang air kecil semakin sedikit. Saat ini pasien sudah tidak kencing lebih dari 12 jam. Diketahui pasien memiliki riwayat mioma uteri sejak 2 tahun yang lalu. Dari pemeriksaan fisik didapatkan TD 120/80, nadi 80x/m, laju pernafasan 20x/m, suhu 37C, hasil pemeriksaan darah lengkap ditemukan leukosit 6500, Hb 14,5 g/dl, PLT 280, creatinin 4,5. pada pemeriksaan fisik ditemukan edema pada kedua tungkai. Apakah diagnosa pada pasien?","","Acute kidney injury","Acute kidney risk","Chronic kidney disease","Acute tubular nekrosis","Acute kidney failure","E"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang laki-laki usia 20 tahun datang dengan keluhan bengkak seluruh tubuh. Pasien mengaku sering mengalami keluhan serupa sejak kecil namun pasien tidak rutin berobat. Dari pemeriksaan fisik didapatkan TD 190/100, HR 100x/menit, RR 24x/menit, Tax 36.5, edema pada kedua tungkai dan mata. Dari pemeriksaan laboratorium didapatkan Hb 5 gr/dL, ureum 350, kreatinin 12, GFR 20, proteinuria (+). Diagnosis yang paling tepat pada pasien adalah...","","Glomerulonefritis akut","Glomerulonefritis akut post streptokokus","Glomerulonefritis kronis","Sindroma nefritik","Sindroma nefrotik","C"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang wanita berusia 30 tahun dengan berat badan 60 kg datang dengan keluhan sesak dan muntah. Dari pemeriksaan fisik didaparkan TD 160/100mmHg dan RR 28x/menit dengan edema pada kedua kaki dan rales pada kedua basal paru. Dari pemeriksaan darah didapatkan Hb 7.3 g/dL, MCV dan MCHC normal, ureum 421 mg/dL, Cr 32 mg/dL. Dari pemeriksaan USG didapatkan ukuran kedua ginjal mengecil, densitas korteks meningkat, dan batas korteks medula kabur. Diagnosis fungsional ginjal pada pasien tersebut adalah...","","CKD st V","CKD st II","AKI","Sindroma nefrotik","Sindroma nefritik akut","A"
"kedokteran","Penyakit Dalam","ENDOKRIN - NEFRO","","pmb","Seorang laki-laki usia 20 tahun datang ke IGD rumah sakit dengan keluhan urin berwarna gelap dan tubuh terasa lemas. Dari pemeriksaan fisik ditemukan peningkatan Tekanan Darah menjadi 170/100 mmHg, serta terdapat edema pada wajah dan kaki. Pemeriksaan laboratorium didapatkan proteinuria (++) dengan hematuria positif. Hasil pemeriksaan biokimia didapatkan Hb 13 g/dL, kreatinin 5 mg/dL, ureum 180 mg/dL, albumin 3.5 g/dL ASTO (+). Dokter akan menurunkan tekanan darah pasien, antihipertensi yang sebaiknya dihindari adalah ?","","Nifedipin","Amlodipin","Isosorbid dinitrat","Nitropruside","Captopril","E"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang perempuan usia 35 tahun datang ke PKM dengan keluhan bercak merah yang tidak gatal dan tidak nyeri di dahi, pipi kanan dan pipi kiri sejak 2 tahun yang lalu. Pasien juga sering merasa letih dan sakit di persendian. Pasien bekerja sebagai penjual jamu keliling. Pada pemeriksaan fisik didapatkan konjungtiva pucat. Pada pemeriksaan dermatologi di regio fasialis didapatkan macula eritematosa berbentuk seperti kupu-kupu dan terdapat sikatriks pada kulit kepala. Dari pemeriksaan darah rutin didapatkan Hb 7.5 g/dL. Dari pemeriksaan urinalisis terdapat proteinuria 4+ dan silinder. Pemeriksaan penunjang selanjutnya yang paling tepat untuk pasien adalah…","","Hb elektroforesis","CRP","Anti ds-DNA","VDRL-TPHA","Uji IgE spesifik","C"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang perempuan usia 35 tahun datang ke PKM dengan keluhan bercak merah yang tidak gatal dan tidak nyeri di dahi, pipi kanan dan pipi kiri sejak 2 tahun yang lalu. Pasien juga sering merasa letih dan sakit di persendian. Pasien bekerja sebagai penjual jamu keliling. Pada pemeriksaan fisik didapatkan konjungtiva pucat. Pada pemeriksaan dermatologi di regio fasialis didapatkan macula eritematosa berbentuk seperti kupu-kupu dan terdapat sikatriks pada kulit kepala. Dari pemeriksaan darah rutin didapatkan Hb 7.5 g/dL. Dari pemeriksaan urinalisis terdapat proteinuria 4+ dan silinder. Terapi yang paling tepat untuk pasien adalah…","","Antibiotik","Analgetik","Kortikosteroid","DMARD","MTX","C"
