"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"kedokteran","Neurology","Neurology","","pmb","Laki-laki 20 tahun mengeluh nyeri kepala sejak 1 tahun ini. Nyeri kepala sisi kiri, bisa ke kanan juga. Nyeri kepala hebat, berdenyut berlangsung 2 jam sampai seharian. Pasien juga mengeluhkan mual muntah. Pemeriksaan tanda vital didapatkan pasien sadar, GCS E4V5M6, TD 120/80 mmHg, nadi 80 x/menit, nafas 20 x/menit, suhu 36,8oC. Pemeriksaan status generalis tidak di dapatkan kelainan dan defisit neurologis (-). Apakah diagnosis yang paling mungkin?","","Giant cell arteritis","Tension Type headache","Cluster headache","Migraine","Trigeminal neuralgia","B"
"kedokteran","Neurology","Neurology","","pmb","Laki-laki 30 tahun kontrol rutin ke klinik sejak 1 tahun yang lalu dengan keluhan kejang berulang. Diantara serangan ke serangan berikutnya pasien tidak sadar penuh. Pada pemeriksaan tanda vital TD 100/70, T:37C, nadi 110 x/menit. Apakah keadaan yang dialami nya sekarang?","","Kejang demam","Kejang sederhana","Kejang kompleks","Status epileptikus","Epilepsi umum","D"
"kedokteran","Neurology","Neurology","","pmb","Perempuan 17 tahun, datang ke poliklinik dengan keluhan sering sakit kepala nyut-nyutan sejak kemarin. Keluhan muncul tiba-tiba dan cepat, kadang disertai mual. Keluhan muncul setelah melihat kilatan cahaya. Obat profilaksis pada pasien diatas adalah?","","Sumatriptan","Ergotamin","Dexamethasone","Propanolol","Metilprednisolon","D"
"kedokteran","Neurology","Neurology","","pmb","Seorang perempuan usia 22 tahun datang keluhan nyeri kepala berat sejak kemarin. Nyeri kepala sering dirasakan sejak 6 bulan ini. Nyeri kepala terasa berat seperti diikat. Nyeri dirasakan setiap pasien pulang bekerja dari luar kota. Apa terapi yang dapat diberikan?","","O2","Acetaminophen","Carbamazepin","Ergotamine","Amitriptilin","B"
"kedokteran","Neurology","Neurology","","pmb","Seorang laki-laki berusia 30 tahun dibawa ke UGD RS dalam keadaan tidak sadar. Tiga jam sebelumnya pasien mendadak kejang pada lengan kanannya. Pada saat itu, pasien masih mampu berteriak minta tolong, kemudian terjatuh, kejang menjadi seluruh tubuh, dan tidak sadar. Sekitar 5 menit kemudian kejang berhenti dan pasien nampak bingung sebentar lalu tertidur. Sekitar setengah jam sebelum masuk rumah sakit, pasien mengalami kejang dengan urutan yang sama seperti sebelumnya. Apakah diagnosis yang paling tepat?","","Secondary seizures","Non epileptic seizures","General tonic clonic seizures","Epileptic seizures partial type","Epileptic seizures partial general type","E"
"kedokteran","Neurology","Neurology","","pmb","Tn K berusia 70 tahun mengeluh nyeri punggung menjalar ke paha kiri terutama saat angkat badan berat. Pada kaki kiri terasa kesemutan dan terbakar hingga ke ibu jari. Riwayat trauma disangkal. Tidak ada keluhan pada buang air kecil/buang air besar. Pemeriksaan tanda-tanda vital dalam batas normal. Pemeriksaan neurologis kaki kiri, ditemukan laseque (+), tonus normal, tenaga kaki kiri +4, reflex fsisiologis +2, babinski (-). Pemeriksaan penunjang yang diperlukan adalah...","","X-ray thorakolumbaL","CT-scan","MRI","Electromyografi","X-ray lumbosacral","C"
"kedokteran","Neurology","Neurology","","pmb","Seorang perempuan berusia 45 tahun datang ke praktik dokter umum dengan keluhan utama nyeri yang terasa tajam dan menusuk di sekitar rahang sejak 3 tahun yang lalu. Serangan nyeri berlangsung lebih dari 1 kali dalam seminggu dan muncul tiba-tiba terutama bila dipicu dingin seperti setelah minum es atau makan makanan dingin. Pasien mengaku rutin melakukan perawatan gigi. Bahkan 2 gigi pasien pernah dicabut, namun nyeri tidak kunjung sembuh. Apakah pengobatan awal yang paling tepat?","","Clonazepam","Diazepam","Asam valproate","Indometasin","Carbamazepin","E"
"kedokteran","Neurology","Neurology","","pmb","Seorang laki-laki berusia 37 tahun dibawa ke UGD RS karenq penurunan kesadaran sejak 2 hari yang lalu. Pasien sebelumnya mengeluh nyeri kepala, keluar cairan dari telinga kiri, dan demam berulang sejak 5 hari yang lalu. Pada pemeriksaan fisik didapatkan GCS E2M5V3 dan kaku kuduk (+). Pada pemeriksaan laboratorium didapatkan hemoglobin 13 mg/dL, leukosit 15.000 mg/dL, dan trombosit 250.000 mg/dL. Apakah diagnosis yang paling tepat?","","Meningitis tuberkulosis","Meningitis bakterial","Meningitis streptokokus","Enchepalitis toksoplasma","Meningioenchephalitis viral","B"
"kedokteran","Neurology","Neurology","","pmb","Seorang laki-laki berusia 68 tahun dibawa ke UGD RS dengan keluhan utama berbicara kacau setelah bangun tidur. Pasien berbicara terus dengan bahasa yang tidak dapat dimengerti dan tidak dapat berkomunikasi 2 arah. Pada pemeriksaan fisik didapatkan tekanan darah 170/100 mmHg, hemiparese dekstra, bicara fluent, neologisme, dan parafasia. Apakah kelainan fungsi luhur yang paling mungkin?","","Apraksia","Afasia motorik","Afasia sensorik","Afasia konduktif","Agnosia","C"
"kedokteran","Neurology","Neurology","","pmb","An KL, 7 hari dibawa ibunya ke PKM karena kaku seluruh tubuh dan kejang, riwayat persalinan lahir langsung menangis, cukup bulan, lahir didukun bayi. N 160 x/m RR 45 x/m. tampak pula trismus + berat, spasme +, perut kaku +. Tatalaksana tepat adalah","","O2 nasal kanul 6 lpm","Imunisasi TT 0,5 IV","Anti tetanus serum","Pemberian THD PO","Diazepam oral per NGT bila kejang masi berlangsung","C"
"kedokteran","Neurology","Neurology","","pmb","Tn I berusia 40 tahun dibawa keluarga ke UGD RS dengan keluhan bicara ngelantur sejak 1 hari yang lalu. Keluhan terjadi setelah mengalami demam. Keluhan demam sejak 7 hari yang lalu disertai nyeri kepala. Pada pemeriksaan fisik didapatkan penurunan kesadaran perlahan-lahan, Somnolen, S 38,9 C, kaku kuduk (+), dan motorik lateralisasi kanan. Pemeriksaan lain dalam batas normal. Apakah hasil pemeriksaan fisik yang khas pada kasus di atas?","","Nyeri kepala, meningeal sign (+), panas","Meningeal sign (+), panas, bicara ngelantur","Meningeal sign (+), panas, penurunan kesadaran","Nyeri kepala, meningeal sign (+), bicara ngelantur","Nyeri kepala, meningeal sign (+), penurunan Kesadaran","A"
"kedokteran","Neurology","Neurology","","pmb","Ny SS, 19 th mengeluhkan nyeri kepala berdenyut sejak 4 jam lalu, sebelumnya ia mengeluhkan kilatan cahaya selama 20 menit, keluhan disertai mual dan muntah. Apa mekanisme yang mendasari keluhan berdenyut","","Vasodilatasi pembuluh darah","Menurunkan ambang rangsang neuron","Vasokonstriksi pembuluh darah","Defek neurotransmisi GABA","Peningkatan resting potensi otot-otot kepala","A"
"kedokteran","Neurology","Neurology","","pmb","Ny CC, 60 th datang dengan keluhan mulut mencong ke arah kanan serta dirasakan lemah pada tungkai dan lengan kanan. Ada riwayat HT dan DM yang tidak terkontrol. Saat dilakukan pmx lengan dapat melawan gravitasi, sedangkan tungkai hanya dapat bergeser saja tidak dapat melawan gravitas. Mana yang benar tentang kelainan tersebut secara klinis","","N VII kiri sentral (UMN)","N VII kanan perifer (LMN)","N V kanan sentral (UMN)","N V kanan perifer (LMN)","N VII kanan sentral (UMN)","A"
"kedokteran","Neurology","Neurology","","pmb","Tn QQ, 40 th keluhan pandangan tiba-tiba buram dan gelap beserta terdapat nyeri kepala disertai dengan lemah sesisi anggota badan sebelah kanan sejak 1 jam lalu. Keluhan dirasakan menghilang setelah beberapa jam kemudian serta tidak terdapat deficit neurologis yang menetap. Diagnosis yang tepat?","","Malingering","Stroke iskemik","RIND","Stroke hemorargik","TIA","E"
"kedokteran","Neurology","Neurology","","pmb","Sdr R berusia 25 tahun dibawa ke UGD dengan keluhan penurunan kesadaran sejak 4 jam yang lalu. Satu minggu sebelumnya mengeluh demam disertai sakit kepala dan mual. Riwayat penggunaan narkoba suntik sejak 2 tahun lalu dan 3 bulan terakhir berat badan menurun. Pada pemeriksaan fisik GCS E2M5V3, kaku kuduk (+). Analisis cairan serebrospinal didapatkan warna jernih, jumlah sel 150/uL dominan limfosit, glukosa 40 mg/dL, protein meningkat, India ink (+). Apakah diagnosis pasien?","","Meningitis TB","Meningitis bakterial","Meningitis kriptokokus","Ensefalitis toksoplasma","Meningoensefalitis viral","C"
"kedokteran","Neurology","Neurology","","pmb","Tn Y berusia 65 tahun dibawa ke IGD RS karena kesadaran menurun sejak 2 jam yang lalu. Sebelumnya pasien muntah menyemprot dan kejang sebanyak 2 kali. Pasien memiliki riwayat hipertensi sejak 5 tahun yang Ialu, namun tidak minum obat dengan teratur. Tidak terdapat riwayat trauma. Pemeriksaan fisik: Sopor, TD 240/120 mmHg, Nadi 100 x/menit, RR 24x/menit, suhu 36 C, meningeal sign (-), reflex Babinski (+). Diagnosis yang paling mungkin adalah...","","Stroke hemoragik","Transient Ischemic Attack","Epilepsi","Ensefalopati hipertensif","Stroke infark","A"
"kedokteran","Neurology","Neurology","","pmb","Seorang perempuan usia 33 tahun datang ke Puskesmas dengan keluhan nyeri kepala sejak 1 minggu. Keluhan tersebut dirasakan seperti kepala terikat, tanpa disertai muntah. Keluhan tidak membaik dengan istirahat. Pasien masih dapat melakukan aktivitas sehari-hari. Pemeriksaan tanda vital dan neurologis dalam batas normaI. Apakah diagnosis yang paling tepat?","","Nyeri kepala klaster","Migren","Neuralgia trigeminal","Nyeri kepala tipe tegang","Nyeri kepala primer lain","D"
"kedokteran","Neurology","Neurology","","pmb","Ny. Park soo young , 24 tahun, mahasiswi kedokteran yang sedang akan ujian UKMPPD datang ke klinik dengan keluhan nyeri kepala terasa berat di kedua sisi pelipis. Nyeri dirasakan sampai pada leher bagian belakang hingga bahu. Serangan berlangsung 30 menit, mual & muntah -. Pasien mengeluh sulit untuk tidur. Nyeri muncul biasanya berlangsung 1-2 hari dan sudah dialami pasien selama kurang lebih 10x dalam setahun ini muncul terutama bila stress. Medikamentosa yang paling tepat untuk mencegah kekambuhan?","","Propanolol","Ergotamin","Nsaid","Caffeine","Amitriptilin","E"
"kedokteran","Neurology","Neurology","","pmb","Ny. Heo yoon jae, 24 tahun datang ke praktek Anda dengan keluhan nyeri kepala sebelah kiri cekot-cekot, disertai dengan mual dan muntah. Nyeri semakin berat bila pasien sedang bekerja di lokasi pabrik yang padat dan bising. Sebelum nyeri kepala pasien biasanya seperti melihat tirai berkibar selama 30 menit. Pasien sudah mengonsumsi parasetamol + antalgin yang dia beli atas anjuran temannya. Pemeriksaan tanda vital dan fisik dbn. Diagnosis apakah yang paling mungkin pada kasus ini?","","Nyeri kepala tipe tengang","Neuralgia trigeminal","Nyeri kepala tipe kluster","Migrain umum","Migrain klasik","E"
"kedokteran","Neurology","Neurology","","pmb","Ny. Brenda 22 tahun, nyeri kepala hebat di sisi sebelah kanan, terasa berdenyut, memberat dengan aktivitas, mual disertai muntah dan pasien terasa silau bila terkena cahaya. Diagnosis pada pasien ini adalah . . .","","Cluster Headache","Vertigo verstibuler","Stroke Hemorragic","Common migrain","Classic migrain","D"
"kedokteran","Neurology","Neurology","","pmb","Pasien diatas merasakan sakit kepala tersebut hampir setiap minggu sekali maupun dua kali dan membaik bila diberikan obat. Agar pasien tersebut tidak kambuh nyeri kepalanya obat apa yang diberikan untuk profilaksis. .","","Sumatriptan","Ergotamin","Propanolol","Verapamil","Prednison","C"
"kedokteran","Neurology","Neurology","","pmb","Tn. Cha si An, 54 tahun datang ke UGD dengan keluhan nyeri kepala seperti di bor. Nyeri kepala dirasakan sekitar mata kanan. Pasien juga mengeluhkan mata kirinya berair dan hidung buntu. Keluhan ini sudah timbul 5x dalam setahun. Saat kambuh durasi gejala 30 menit – 1 jam. Tanda vital dbn. Pemfis: lakrimasi +, injeksi konjungtiva, pupil miosis, blefarospasme, pemeriksaan neurologis dbn. Terapi yang tepat untuk mencegah kekambuhan pada kasus ini?","","Verapamil","Sumatriptan","Metamizole IV","Oksigen 100% NRM","Ibuprofen","A"
"kedokteran","Neurology","Neurology","","pmb","Tn Anto, 45 tahun, datang dengan keluhan sakit kepala sejak 2 minggu ini, sakit kepala terutama dirasakan pada bagian belakang mata kanan yang berlangsung 30-60 menit, keluhan disertai mata merah dan hidung berair, pasien berulang-ulang mengalami hal ini sejak 6 bulan ini. PF Neurologis dan TIO normal. Apa diagnose pada pasien ?","","Cluster headache kontinyu","Cluster headache episodic","Migren tanpa aura","Migren dengan aura","Trigeminal neuralgia","B"
"kedokteran","Neurology","Neurology","","pmb","Seorang laki-laki berusia 23 tahun datang ke UGD dengan keluhan nyeri kepala berat sejak 1 minggu lalu. Nyeri seperti ditusuk, disertai dengan mata merah dan pilek. Terapi awal yang paling tepat diberikan pada kasus ini adalah...","","Ergotamin","Karbamazepin","Oksigen 100% 8 liter/menit","Verapamil","Oksigen 100% 2 liter/menit","C"
"kedokteran","Neurology","Neurology","","pmb","Laki-laki berusia 57 tahun, datang dengan keluhan sakit kepala sebelah kanan sejak 2 minggu ini, sakit kepala terutama dirasakan pada bagian belakang mata kiri yang berlangsung 30-60 menit, keluhan disertai mata merah dan hidung berair, pasien sudah mengalami hal ini sejak 6 bulan ini berulang-ulang. Lakrimasi (+) Rhinore (+) Pemeriksaan Neurologis dan TIO normal. Apa terapi profilaksis untuk pasien tersebut?","","Verapamil","Sumatriptan","Metamizole IV","Oksigen 100% NRM","Ibuprofen","A"
"kedokteran","Neurology","Neurology","","pmb","Seorang laki - laki berusia 35 tahun datang ke Poliklinik RS dengan keluhan nyeri punggung bawah sejak 1 minggu yang lalu. Pasien merasakan kebas dan seperti tersengat listrik pada kaki sebelah kanan. Selama ini pasien berkerja sebagai buruh angkat kelapa sawit. Pada pemeriksaan fisik, dijumpai perangsangan radikuler positif. Pada pemeriksaan MRI dijumpai bulging pada L5 - S1. Apakah diagnosis yang paling tepat?","","Spondilosis Lumbalis","Hernia Nukleus Pulposus","Myelopati perifer","Fraktur Kompresi","Spondilitis TB","B"
"kedokteran","Neurology","Neurology","","pmb","Seorang perempuan usia 55 tahun datang ke RS dengan keluhan nyeri punggung bawah yang menjalar ke paha hingga ujung jari kaki. Nyeri bertambah saat batuk maupun mengejan. Selain nyeri ada keluhan hipoesthesi pada daerah tersebut. Satu hari sebelumnya pasien pergi memborong di pasar dan belanjaannya ditaruh di atas bahu. BAK dan BAB tidak ada keluhan. Pada tes Lasseque hasilnya (+) sedangkan tes Patrick dan Kontra-Patrick hasilnya (-). Apakah pemeriksaan penunjang terbaik untuk kasus di atas?","","Foto polos vertebrae lumbosacral","CT-scan lumbal","MRI lumbal","Foto BNO-IVP","USG","C"
"kedokteran","Neurology","Neurology","","pmb","Tn. Lee joong suk, 30 tahun dengan nyeri pinggang bawah sejak 1 minggu yang lalu. Keluhan ini muncul setelah pasien mengangkat beban yang berat saat pindahan rumah. Keluhan ini memberat jika pasien membungkuk. Nyeri menjalar hingga ke paha belakang betis belakang hingga kaki. Saat di minta melakukan plantar flexi pasien tidak dapat. Apa pemeriksaan yang paling tepat untuk menunjang diagnosis?","","Lhermitte test","Wartenberg test","Bragard sicard test","Fukuda step test","Psoas test","C"
"kedokteran","Neurology","Neurology","","pmb","Seorang laki-laki usia 35 tahun datang ke poli umum dengan keluhan nyeri pinggang. Sakit terasa dari pinggang menjalar hingga ke telapak kaki kiri. Fungsi otonom dalam batas normal. Pemeriksaan apa yang dapat dilakukan untuk menunjang diagnosis pasien tersebut?","","Laseque sign","Brudzinski Sign","Thompson Sign","Spurling test","Kanavel sign","A"
"kedokteran","Neurology","Neurology","","pmb","Seorang perempuan 35 tahun datang dengan keluhan nyeri pada area leher yang menjalar hingga ke bahu. Keluhan semakin memberat ketika pasien mangangkat beban berat di bahunya. Pada pemeriksaan fisik tidak didapatkan parese maupun hipoesthesi. Pemeriksaan tambahan apa yang tepat untuk mendukung diagnosis kasus di atas . . .","","Tes Lasseque","Tes kaku kuduk","Tes Wartenberg","Tes Babinski","Tes Lhermitte","E"
"kedokteran","Neurology","Neurology","","pmb","Pasien laki-laki usia 50 tahun datang dengan keluhan nyeri pada leher kanan menjalar ke lengan kanan hingga jari-jari tangan. Nyeri semakin parah apabila aktivitas mengangkat beban yang berat. Dilakukan pemeriksaan dengan penekanan vena jugularis kanan dan kiri, nyeri semakin memberat. Apa nama pemeriksaan yang dilakukan . . .","","Lasseque test","Lhermitte test","Sicard test","Naffziger test","Valsava test","D"
